Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Fixie.Samples.MbUnitStyle,SupportExpectedExceptions,C:\repos\plioi_fixie\src\Fixie.Samples\MbUnitStyle\CustomConvention.cs,Execute,The length of the statement  "                throw new Exception("Expected exception of type " + attribute.ExpectedException + " but an exception of type " + exception.GetType() + " was thrown."' exception); " is 162.
Long Statement,Fixie.Samples.MbUnitStyle,SupportExpectedExceptions,C:\repos\plioi_fixie\src\Fixie.Samples\MbUnitStyle\CustomConvention.cs,Execute,The length of the statement  "                throw new Exception("Expected exception message '" + attribute.ExpectedMessage + "'" + " but was '" + exception.Message + "'."' exception); " is 139.
Long Statement,Fixie.Samples.NUnitStyle,TestCaseSourceAttributeParameterSource,C:\repos\plioi_fixie\src\Fixie.Samples\NUnitStyle\CustomConvention.cs,GetParameters,The length of the statement  "                var members = sourceType.GetMember(attribute.SourceName' BindingFlags.Public | BindingFlags.NonPublic | BindingFlags.Static | BindingFlags.Instance); " is 149.
Long Statement,Fixie.Samples.NUnitStyle,TestCaseSourceAttributeParameterSource,C:\repos\plioi_fixie\src\Fixie.Samples\NUnitStyle\CustomConvention.cs,GetParameters,The length of the statement  "                    throw new Exception(String.Format("Found {0} members named '{1}' on type {2}"' members.Length' attribute.SourceName' sourceType)); " is 130.
Long Statement,Fixie.Samples.NUnitStyle,SupportExpectedExceptions,C:\repos\plioi_fixie\src\Fixie.Samples\NUnitStyle\CustomConvention.cs,Execute,The length of the statement  "                throw new Exception("Expected exception of type " + attribute.ExpectedException + " but an exception of type " + exception.GetType() + " was thrown."' exception); " is 162.
Long Statement,Fixie.Samples.NUnitStyle,SupportExpectedExceptions,C:\repos\plioi_fixie\src\Fixie.Samples\NUnitStyle\CustomConvention.cs,Execute,The length of the statement  "                throw new Exception("Expected exception message '" + attribute.ExpectedMessage + "'" + " but was '" + exception.Message + "'."' exception); " is 139.
Magic Number,Fixie.Samples.Categories,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\Categories\CalculatorTests.cs,ShouldAdd,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
Magic Number,Fixie.Samples.Categories,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\Categories\CalculatorTests.cs,ShouldAdd,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
Magic Number,Fixie.Samples.Categories,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\Categories\CalculatorTests.cs,ShouldAdd,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
Magic Number,Fixie.Samples.Categories,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\Categories\CalculatorTests.cs,ShouldSubtract,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
Magic Number,Fixie.Samples.Categories,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\Categories\CalculatorTests.cs,ShouldSubtract,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
Magic Number,Fixie.Samples.Categories,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\Categories\CalculatorTests.cs,ShouldSubtract,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
Magic Number,Fixie.Samples.LowCeremony,CalculatorTests,C:\repos\plioi_fixie\src\Fixie.Samples\LowCeremony\CalculatorTests.cs,ShouldAdd,The following statement contains a magic number: calculator.Add(2' 3).ShouldEqual(5);
