Method,LOC,CC,PC
ColorChannelMixer:ProcessImage_Managed,37,14,3
ColorChannelMixer:ProcessImage_WithMarshal,48,18,3
MainForm:MainForm,8,1,0
MainForm:SetupTranslations,22,3,0
MainForm:ColorChannel_ComboBox_DrawItem,20,11,2
MainForm:SourceNumber_TrackBar_ValueChanged,3,1,2
MainForm:UpdateSourceNumberGui,18,14,0
MainForm:SetGuiEnabled,7,1,1
MainForm:WorkingDirectory_Browser_Button_Click,5,2,2
MainForm:Process_Button_Click,9,2,2
MainForm:Process_Start,34,4,0
MainForm:ComboBoxSelectionToFilter,12,5,1
MainForm:Process_Worker_DoWork,44,7,2
MainForm:Process_Worker_ProgressChanged,7,2,2
MainForm:Process_Worker_RunWorkerCompleted,18,3,2
MatchingFileNames:Find,29,7,2
MatchingFileNames:FileNameFromPattern,15,3,2
MatchingFileNames:ResultFileNameFromPatterns,13,5,3
Program:Main,5,1,0
Resources:Resources,2,1,0
