Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Algorithms,1,162,0,0,161,5273,633,0,0,0,6,6
Bag,4,40,2,0,35,897,87,0,1,0.76,4,1
CollectionBase,0,20,4,0,16,350,44,7,0,0,2,0
Deque,5,27,2,0,21,856,124,0,1,0.64,2,0
DictionaryBase,0,19,6,0,10,491,32,1,1,0,2,0
Hash,13,23,3,0,6,652,79,0,0,0.75,2,3
ListBase,0,37,3,0,28,577,41,2,1,0,2,0
MultiDictionary,5,19,3,0,11,506,49,0,1,0.61,3,0
MultiDictionaryBase,1,25,5,0,16,705,59,2,1,0.96,1,0
OrderedBag,2,50,2,0,46,1529,98,0,1,0.62,4,0
OrderedMultiDictionary,6,33,4,0,17,889,51,0,2,0.76,5,0
OrderedSet,2,45,2,0,40,1335,83,0,1,0.67,4,0
Pair,6,9,0,2,8,205,10,0,0,0.56,1,1
ReadOnlyCollectionBase,0,19,4,0,11,329,43,3,0,0,3,0
ReadOnlyDictionaryBase,0,15,6,0,5,445,25,0,1,0,2,0
ReadOnlyListBase,0,33,3,0,22,521,34,0,1,0,3,0
BigList,7,45,1,0,33,2569,147,0,2,0.84,4,0
ReadOnlyMultiDictionaryBase,1,16,5,0,5,568,43,0,1,0.94,2,0
Set,2,32,2,0,28,687,69,0,1,0.69,3,1
Comparers,0,7,0,0,7,252,14,0,0,0,1,4
DuplicatePolicy,0,0,0,0,0,17,0,0,0,0,0,5
RedBlackTree,5,34,1,0,23,1125,136,0,0,0.79,2,4
OrderedDictionary,3,28,2,0,22,702,46,0,2,0.7,4,0
Strings,23,0,0,23,0,31,0,0,0,0,0,23
Triple,9,7,0,3,6,183,8,0,0,0.43,1,0
Util,0,4,0,0,4,92,6,0,0,0,0,15
