Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Ivony.Html.Parser,Ivony.Html.Parser.ContentModels,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Ivony.Html.Parser.ContentModels' Ivony.Html.Parser,Ivony.Html.Parser.ContentModels.HtmlContentFragment' Ivony.Html.Parser.DomAttribute' Ivony.Html.Parser.JumonyParser
Unstable Dependency,Ivony.Html.Parser,Ivony.Html.Parser.ContentModels,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Ivony.Html.Parser,Ivony.Html.Parser.ContentModels.IHtmlReader
Ambiguous Interface,Ivony.Html.Parser,Ivony.Html.Parser.ContentModels,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: HtmlContentFragment,Ivony.Html.Parser.ContentModels.HtmlContentFragment
