Implementation smell,Namespace,Class,File,Method,Description
Long Statement,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Open,The length of the statement  "      TranslationProgress.Value = Task.Terms.Count( t => t.SourceTerm != t.TranslatedTerm && !string.IsNullOrWhiteSpace( t.TranslatedTerm ) ); " is 136.
Long Statement,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The length of the statement  "            this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged); " is 135.
Long Statement,XamlGeneratedNamespace,GeneratedInternalTypeHelper,C:\repos\Ivony_Jumony\HtmlTranslater\obj\x86\Debug\GeneratedInternalTypeHelper.g.cs,CreateInstance,The length of the statement  "            return System.Activator.CreateInstance(type' ((System.Reflection.BindingFlags.Public | System.Reflection.BindingFlags.NonPublic)  " is 128.
Magic Number,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.WebBrowser = ((System.Windows.Controls.WebBrowser)(target));              return;              case 2:              this.DataView = ((System.Windows.Controls.DataGrid)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged);                            #line default              #line hidden                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.CurrentCellChanged += new System.EventHandler<System.EventArgs>(this.DataView_CurrentCellChanged);                            #line default              #line hidden              return;              case 3:              this.BrowseFileButton = ((System.Windows.Controls.Button)(target));                            #line 40 "..\..\..\MainWindow.xaml"              this.BrowseFileButton.Click += new System.Windows.RoutedEventHandler(this.OnChooseFile);                            #line default              #line hidden              return;              case 4:              this.SaveButton = ((System.Windows.Controls.Button)(target));                            #line 41 "..\..\..\MainWindow.xaml"              this.SaveButton.Click += new System.Windows.RoutedEventHandler(this.OnSave);                            #line default              #line hidden              return;              case 5:              this.TranslationProgress = ((System.Windows.Controls.ProgressBar)(target));              return;              case 6:              this.FilenameTextBlock = ((System.Windows.Controls.TextBlock)(target));              return;              }
Magic Number,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.WebBrowser = ((System.Windows.Controls.WebBrowser)(target));              return;              case 2:              this.DataView = ((System.Windows.Controls.DataGrid)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged);                            #line default              #line hidden                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.CurrentCellChanged += new System.EventHandler<System.EventArgs>(this.DataView_CurrentCellChanged);                            #line default              #line hidden              return;              case 3:              this.BrowseFileButton = ((System.Windows.Controls.Button)(target));                            #line 40 "..\..\..\MainWindow.xaml"              this.BrowseFileButton.Click += new System.Windows.RoutedEventHandler(this.OnChooseFile);                            #line default              #line hidden              return;              case 4:              this.SaveButton = ((System.Windows.Controls.Button)(target));                            #line 41 "..\..\..\MainWindow.xaml"              this.SaveButton.Click += new System.Windows.RoutedEventHandler(this.OnSave);                            #line default              #line hidden              return;              case 5:              this.TranslationProgress = ((System.Windows.Controls.ProgressBar)(target));              return;              case 6:              this.FilenameTextBlock = ((System.Windows.Controls.TextBlock)(target));              return;              }
Magic Number,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.WebBrowser = ((System.Windows.Controls.WebBrowser)(target));              return;              case 2:              this.DataView = ((System.Windows.Controls.DataGrid)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged);                            #line default              #line hidden                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.CurrentCellChanged += new System.EventHandler<System.EventArgs>(this.DataView_CurrentCellChanged);                            #line default              #line hidden              return;              case 3:              this.BrowseFileButton = ((System.Windows.Controls.Button)(target));                            #line 40 "..\..\..\MainWindow.xaml"              this.BrowseFileButton.Click += new System.Windows.RoutedEventHandler(this.OnChooseFile);                            #line default              #line hidden              return;              case 4:              this.SaveButton = ((System.Windows.Controls.Button)(target));                            #line 41 "..\..\..\MainWindow.xaml"              this.SaveButton.Click += new System.Windows.RoutedEventHandler(this.OnSave);                            #line default              #line hidden              return;              case 5:              this.TranslationProgress = ((System.Windows.Controls.ProgressBar)(target));              return;              case 6:              this.FilenameTextBlock = ((System.Windows.Controls.TextBlock)(target));              return;              }
Magic Number,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.WebBrowser = ((System.Windows.Controls.WebBrowser)(target));              return;              case 2:              this.DataView = ((System.Windows.Controls.DataGrid)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged);                            #line default              #line hidden                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.CurrentCellChanged += new System.EventHandler<System.EventArgs>(this.DataView_CurrentCellChanged);                            #line default              #line hidden              return;              case 3:              this.BrowseFileButton = ((System.Windows.Controls.Button)(target));                            #line 40 "..\..\..\MainWindow.xaml"              this.BrowseFileButton.Click += new System.Windows.RoutedEventHandler(this.OnChooseFile);                            #line default              #line hidden              return;              case 4:              this.SaveButton = ((System.Windows.Controls.Button)(target));                            #line 41 "..\..\..\MainWindow.xaml"              this.SaveButton.Click += new System.Windows.RoutedEventHandler(this.OnSave);                            #line default              #line hidden              return;              case 5:              this.TranslationProgress = ((System.Windows.Controls.ProgressBar)(target));              return;              case 6:              this.FilenameTextBlock = ((System.Windows.Controls.TextBlock)(target));              return;              }
Magic Number,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.WebBrowser = ((System.Windows.Controls.WebBrowser)(target));              return;              case 2:              this.DataView = ((System.Windows.Controls.DataGrid)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged);                            #line default              #line hidden                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.CurrentCellChanged += new System.EventHandler<System.EventArgs>(this.DataView_CurrentCellChanged);                            #line default              #line hidden              return;              case 3:              this.BrowseFileButton = ((System.Windows.Controls.Button)(target));                            #line 40 "..\..\..\MainWindow.xaml"              this.BrowseFileButton.Click += new System.Windows.RoutedEventHandler(this.OnChooseFile);                            #line default              #line hidden              return;              case 4:              this.SaveButton = ((System.Windows.Controls.Button)(target));                            #line 41 "..\..\..\MainWindow.xaml"              this.SaveButton.Click += new System.Windows.RoutedEventHandler(this.OnSave);                            #line default              #line hidden              return;              case 5:              this.TranslationProgress = ((System.Windows.Controls.ProgressBar)(target));              return;              case 6:              this.FilenameTextBlock = ((System.Windows.Controls.TextBlock)(target));              return;              }
Missing Default,HtmlTranslator,MainWindow,C:\repos\Ivony_Jumony\HtmlTranslater\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.WebBrowser = ((System.Windows.Controls.WebBrowser)(target));              return;              case 2:              this.DataView = ((System.Windows.Controls.DataGrid)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.SelectedCellsChanged += new System.Windows.Controls.SelectedCellsChangedEventHandler(this.DataView_SelectedCellsChanged);                            #line default              #line hidden                            #line 19 "..\..\..\MainWindow.xaml"              this.DataView.CurrentCellChanged += new System.EventHandler<System.EventArgs>(this.DataView_CurrentCellChanged);                            #line default              #line hidden              return;              case 3:              this.BrowseFileButton = ((System.Windows.Controls.Button)(target));                            #line 40 "..\..\..\MainWindow.xaml"              this.BrowseFileButton.Click += new System.Windows.RoutedEventHandler(this.OnChooseFile);                            #line default              #line hidden              return;              case 4:              this.SaveButton = ((System.Windows.Controls.Button)(target));                            #line 41 "..\..\..\MainWindow.xaml"              this.SaveButton.Click += new System.Windows.RoutedEventHandler(this.OnSave);                            #line default              #line hidden              return;              case 5:              this.TranslationProgress = ((System.Windows.Controls.ProgressBar)(target));              return;              case 6:              this.FilenameTextBlock = ((System.Windows.Controls.TextBlock)(target));              return;              }
