Implementation smell,Namespace,Class,File,Method,Description
Virtual Method Call from Constructor,FM.WCF.SMDBehavior,SMDMessageInspector,C:\repos\sones_sones\Library\External\SMDBehavior\V.0.2.2\SMDMessageInspector.cs,SMDMessageInspector,The constructor "SMDMessageInspector" calls a virtual method "WriteStartObject".
Virtual Method Call from Constructor,FM.WCF.SMDBehavior,SMDMessageInspector,C:\repos\sones_sones\Library\External\SMDBehavior\V.0.2.2\SMDMessageInspector.cs,SMDMessageInspector,The constructor "SMDMessageInspector" calls a virtual method "WritePropertyName".
Virtual Method Call from Constructor,FM.WCF.SMDBehavior,SMDMessageInspector,C:\repos\sones_sones\Library\External\SMDBehavior\V.0.2.2\SMDMessageInspector.cs,SMDMessageInspector,The constructor "SMDMessageInspector" calls a virtual method "WriteValue".
Virtual Method Call from Constructor,FM.WCF.SMDBehavior,SMDMessageInspector,C:\repos\sones_sones\Library\External\SMDBehavior\V.0.2.2\SMDMessageInspector.cs,SMDMessageInspector,The constructor "SMDMessageInspector" calls a virtual method "WritePropertyName".
Virtual Method Call from Constructor,FM.WCF.SMDBehavior,SMDMessageInspector,C:\repos\sones_sones\Library\External\SMDBehavior\V.0.2.2\SMDMessageInspector.cs,SMDMessageInspector,The constructor "SMDMessageInspector" calls a virtual method "WriteStartObject".
