Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Irony,Irony.Ast,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Ast' Irony.Interpreter,Irony.Ast.FunctionCallNode' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime,Irony.Ast.FunctionCallNode' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime
Cyclic Dependency,Irony,Irony.Ast,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Ast' Irony.Parsing' Irony.Interpreter,Irony.Ast.FunctionCallNode' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime,Irony.Ast.FunctionCallNode' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime
Cyclic Dependency,Irony,Irony.Ast,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Ast' Irony.Interpreter' Irony.Parsing' Irony.Interpreter,Irony.Ast.FunctionCallNode' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar,Irony.Ast.FunctionCallNode' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar
Cyclic Dependency,Irony,Irony.Ast,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Ast' Irony.Parsing' Irony.Parsing.Construction' Irony.Parsing' Irony.Interpreter,Irony.Ast.FunctionCallNode' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Parsing.Construction.LanguageDataBuilder' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime,Irony.Ast.FunctionCallNode' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Parsing.Construction.LanguageDataBuilder' Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime
Cyclic Dependency,Irony,Irony.Interpreter,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Interpreter' Irony.Parsing,Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar,Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar
Cyclic Dependency,Irony,Irony.Interpreter,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Interpreter' Irony.Parsing' Irony.Parsing.Construction' Irony.Parsing,Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Parsing.Construction.LanguageDataBuilder,Irony.Interpreter.CommandLine' Irony.Interpreter.ScriptInterpreter' Irony.Interpreter.LanguageRuntime' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Parsing.Construction.LanguageDataBuilder
Cyclic Dependency,Irony,Irony.Parsing,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Parsing' Irony.Parsing.Construction,Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Parsing.Construction.LanguageDataBuilder,Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Parsing.Construction.LanguageDataBuilder
Cyclic Dependency,Irony,Irony.Parsing.Construction,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Irony.Parsing.Construction' Irony.Parsing' Irony.Ast' Irony.Parsing,Irony.Parsing.Construction.LanguageDataBuilder' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Ast.FunctionCallNode,Irony.Parsing.Construction.LanguageDataBuilder' Irony.Parsing.CoreParser' Irony.Parsing.LanguageData' Irony.Parsing.ConstantTerminal' Irony.Parsing.NumberLiteral' Irony.Parsing.Grammar' Irony.Ast.FunctionCallNode
Unstable Dependency,Irony,Irony.Interpreter,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Irony.Ast,Irony.Interpreter.AstMode' Irony.Interpreter.IInterpretedAstNode' Irony.Interpreter.AstNode,Irony.Interpreter.AstMode' Irony.Interpreter.IInterpretedAstNode' Irony.Interpreter.AstNode
Unstable Dependency,Irony,Irony.Parsing,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Irony.Parsing.Construction' Irony.Ast' Irony.Interpreter,Irony.Parsing.LanguageDataBuilder' Irony.Parsing.ParserStateData' Irony.Parsing.LR0ItemList' Irony.Parsing.LRItem' Irony.Parsing.LiteralValueNode' Irony.Parsing.StringTemplateNode' Irony.Parsing.AstNodeConfig' Irony.Parsing.IdentifierNode' Irony.Parsing.IAstNodeInit' Irony.Parsing.ScriptInterpreter' Irony.Parsing.LanguageRuntime,Irony.Parsing.LanguageDataBuilder' Irony.Parsing.ParserStateData' Irony.Parsing.LR0ItemList' Irony.Parsing.LRItem' Irony.Parsing.LiteralValueNode' Irony.Parsing.StringTemplateNode' Irony.Parsing.AstNodeConfig' Irony.Parsing.IdentifierNode' Irony.Parsing.IAstNodeInit' Irony.Parsing.ScriptInterpreter' Irony.Parsing.LanguageRuntime
God Component,Irony,Irony.Ast,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31,Irony.Ast.EmptyStatementNode' Irony.Ast.SegmentType,Irony.Ast.AstException' Irony.Ast.FunctionCallNode' Irony.Ast.FunctionDefNode' Irony.Ast.ParamListNode' Irony.Ast.EmptyStatementNode' Irony.Ast.AssignmentNode' Irony.Ast.BlockNode' Irony.Ast.IfNode' Irony.Ast.StatementListNode' Irony.Ast.StringTemplateNode' Irony.Ast.SegmentType' Irony.Ast.TemplateSegment' Irony.Ast.SegmentList' Irony.Ast.IncDecNode' Irony.Ast.NullNode' Irony.Ast.ExpressionListNode' Irony.Ast.NotSupportedNode' Irony.Ast.LiteralValueNode' Irony.Ast.IAstNodeInit' Irony.Ast.IBrowsableAstNode' Irony.Ast.AstMode' Irony.Ast.IInterpretedAstNode' Irony.Ast.IAstVisitor' Irony.Ast.ICallTarget' Irony.Ast.BinaryOperationNode' Irony.Ast.UnaryOperationNode' Irony.Ast.IdentifierNode' Irony.Ast.AstNodeConfig' Irony.Ast.AstNodeFlags' Irony.Ast.AstNodeList' Irony.Ast.AstNode
