Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
DebuggingToolsForWindowsLibraryManager,2,3,0,0,2,34,5,0,0,0.33,0,2
PdbIndexFromSvn,0,1,6,0,1,49,1,0,0,0,3,0
PdbUploadToSymbolServer,1,2,5,0,2,67,6,0,0,0,1,0
CommandArgs,1,2,0,0,2,34,5,0,1,0,0,1
FileCommands,1,5,0,0,5,34,7,0,0,0,1,1
FileStatus,0,0,0,0,0,6,0,0,0,0,0,3
GenericIndexerHost,7,11,3,0,4,241,38,0,1,0.7,6,1
ICommandArgs,0,0,0,0,0,7,0,1,0,0,0,5
IIndexerHost,0,2,0,0,0,5,2,1,0,0,2,1
ISourceIndexer,0,5,2,0,0,23,5,1,0,0,1,2
Subversion,5,11,2,0,5,218,41,0,1,0.8,3,1
