Implementation smell,Namespace,Class,File,Method,Description
Magic Number,EventRunner,Program,C:\repos\Frende_Event-handling\src\EventRunner\Program.cs,Main,The following statement contains a magic number: while(true)  			{  				foo.Handle(new FooMessage());  				Thread.Sleep(1000);  			}
