Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DDDPPP.Chap20.CommandHandler.Presentation.Controllers,AccountController,C:\repos\elbandit_PPPDDD\25 - Commands Application Service Patterns for processing Business Use Cases\DDDPPP.Chap20.CommandHandler.Presentation\Controllers\AccountController.cs,ErrorCodeToString,The length of the statement  "                    return "The authentication provider returned an error. Please verify your entry and try again. If the problem persists' please contact your system administrator."; " is 163.
Long Statement,DDDPPP.Chap20.CommandHandler.Presentation.Controllers,AccountController,C:\repos\elbandit_PPPDDD\25 - Commands Application Service Patterns for processing Business Use Cases\DDDPPP.Chap20.CommandHandler.Presentation\Controllers\AccountController.cs,ErrorCodeToString,The length of the statement  "                    return "The user creation request has been canceled. Please verify your entry and try again. If the problem persists' please contact your system administrator."; " is 161.
Long Statement,DDDPPP.Chap20.CommandHandler.Presentation.Controllers,AccountController,C:\repos\elbandit_PPPDDD\25 - Commands Application Service Patterns for processing Business Use Cases\DDDPPP.Chap20.CommandHandler.Presentation\Controllers\AccountController.cs,ErrorCodeToString,The length of the statement  "                    return "An unknown error occurred. Please verify your entry and try again. If the problem persists' please contact your system administrator."; " is 143.
Long Statement,DDDPPP.Chap20.CommandHandler.Presentation,MvcApplication,C:\repos\elbandit_PPPDDD\25 - Commands Application Service Patterns for processing Business Use Cases\DDDPPP.Chap20.CommandHandler.Presentation\Global.asax.cs,Application_Start,The length of the statement  "            Database.DefaultConnectionFactory = new SqlConnectionFactory(@"Data Source=(localdb)\v11.0; Integrated Security=True; MultipleActiveResultSets=True"); " is 150.
Complex Conditional,DDDPPP.Chap20.CommandHandler.Presentation.Controllers,AccountController,C:\repos\elbandit_PPPDDD\25 - Commands Application Service Patterns for processing Business Use Cases\DDDPPP.Chap20.CommandHandler.Presentation\Controllers\AccountController.cs,LogOn,The conditional expression  "Url.IsLocalUrl(returnUrl) && returnUrl.Length > 1 && returnUrl.StartsWith("/")                          && !returnUrl.StartsWith("//") && !returnUrl.StartsWith("/\\")"  is complex.
