Implementation smell,Namespace,Class,File,Method,Description
Long Statement,XG.Config.Properties,Extensions,D:\research\architectureSmells\repos\lformella_xdcc-grabscher\XG.Config\Properties\Extensions.cs,GetAppDataPath,The length of the statement  "			appDataPath = appDataPath + (appDataPath.EndsWith("" + Path.DirectorySeparatorChar) ? "" : "" + Path.DirectorySeparatorChar) + "XG" + Path.DirectorySeparatorChar; " is 162.
Long Statement,XG.Config,XgSettingsProvider,D:\research\architectureSmells\repos\lformella_xdcc-grabscher\XG.Config\XgSettingsProvider.cs,GetAppPath,The length of the statement  "			appDataPath = appDataPath + (appDataPath.EndsWith("" + Path.DirectorySeparatorChar) ? "" : "" + Path.DirectorySeparatorChar) + "XG"; " is 132.
