Method,LOC,CC,PC
FakeEndpoints:get_hello,3,1,0
FakeEndpoints:get_failure,3,1,0
FakeEndpoints:get_team_favorite,6,1,0
FakeEndpoints:get_redirects,3,1,0
FakeEndpoints:post_team,3,1,1
FakeEndpoints:delete_team,3,1,1
FakeEndpoints:put_team,3,1,1
DelayWrapper:invoke,5,1,1
HarnessRegistry:HarnessRegistry,17,1,0
MessagePumper:MessagePumper,3,1,1
MessagePumper:Start,6,1,0
MessagePumper:Dispose,3,1,0
MessagePumper:TimerOnElapsed,5,2,2
ErrorHandlingPolicy:Configure,5,1,1
HarnessSettings:HarnessSettings,9,1,0
HomeEndpoint:HomeEndpoint,7,1,5
HomeEndpoint:post_numbers,12,1,1
HomeEndpoint:get_received,3,1,0
HomeEndpoint:get_pump_messages,4,1,0
HomeEndpoint:Index,15,1,0
HomeEndpoint:get_requests,19,1,0
HomeEndpoint:runRequests,19,1,0
HomeEndpoint:writeMartenData,8,1,0
INumberCache:Register,1,1,1
MartenEndpoint:MartenEndpoint,3,1,1
MartenEndpoint:post_marten_writes,7,1,0
MartenEndpoint:get_marten_reads,4,1,0
Target:GenerateRandomData,7,2,1
Target:Random,36,11,1
Target:Target,3,1,0
Address:Address,2,1,0
Address:Address,6,1,1
ConnectionSource:SetConnectionString,3,1,1
ConnectionSource:GetConnectionString,7,2,0
NumberCache:Register,3,1,1
NumberHandler:NumberHandler,3,1,1
NumberHandler:Consume,6,2,1
PartialEndpoints:Red,3,1,0
PartialEndpoints:Green,3,1,0
SampleJob:Execute,6,2,1
SampleJobEndpoint:SampleJobEndpoint,3,1,1
SampleJobEndpoint:get_samplejob_controller,14,1,0
SampleJobEndpoint:post_samplejob_time,4,1,1
SampleJobEndpoint:post_samplejob_toggle,4,1,1
TraceMessage:TraceMessage,3,1,0
TraceHandler:Consume,5,1,1
