Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Entity,0,5,1,0,3,33,5,4,1,0,3,0
ICanBeValidated,0,1,0,0,0,4,1,1,0,0,0,0
IEntity,0,0,0,0,0,3,0,1,1,0,0,1
IHasId,0,0,1,0,0,6,0,1,0,0,0,0
Activity,0,2,6,0,0,34,2,0,2,0,1,1
Address,0,6,4,0,3,63,6,0,0,0,0,2
Club,0,2,2,0,0,21,2,0,2,0,3,3
ClubRoles,0,0,2,0,0,13,0,0,0,0,0,1
Credentials,0,6,2,0,2,45,6,0,0,0,0,1
Date,1,8,3,1,4,68,8,0,0,0,0,1
Factory,0,9,0,0,9,53,9,0,0,0,8,0
Member,0,3,4,0,0,32,3,0,2,0,3,1
Resources,2,1,5,0,0,69,1,0,0,0,0,3
User,0,3,2,0,0,25,3,0,2,0,3,2
UserSetup,0,5,2,0,2,45,5,0,0,0,1,1
SecurityExtensions,0,1,0,0,1,14,1,0,0,0,0,0
Rule,1,2,1,0,2,17,2,0,0,0,0,5
RuleSet,1,2,0,0,2,13,2,0,0,0,1,1
