Implementation smell,Namespace,Class,File,Method,Description
Magic Number,AppBarExample,MainWindow,C:\repos\PhilipRieck_WpfAppBar\AppBarExample\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.grid = ((System.Windows.Controls.Grid)(target));              return;              case 2:              this.AppBar = ((System.Windows.Controls.Button)(target));                            #line 25 "..\..\MainWindow.xaml"              this.AppBar.Click += new System.Windows.RoutedEventHandler(this.AppBar_OnClick);                            #line default              #line hidden              return;              case 3:              this.Normal = ((System.Windows.Controls.Button)(target));                            #line 26 "..\..\MainWindow.xaml"              this.Normal.Click += new System.Windows.RoutedEventHandler(this.Normal_OnClick);                            #line default              #line hidden              return;              }
Magic Number,AppBarExample,MainWindow,C:\repos\PhilipRieck_WpfAppBar\AppBarExample\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.grid = ((System.Windows.Controls.Grid)(target));              return;              case 2:              this.AppBar = ((System.Windows.Controls.Button)(target));                            #line 25 "..\..\MainWindow.xaml"              this.AppBar.Click += new System.Windows.RoutedEventHandler(this.AppBar_OnClick);                            #line default              #line hidden              return;              case 3:              this.Normal = ((System.Windows.Controls.Button)(target));                            #line 26 "..\..\MainWindow.xaml"              this.Normal.Click += new System.Windows.RoutedEventHandler(this.Normal_OnClick);                            #line default              #line hidden              return;              }
Missing Default,AppBarExample,MainWindow,C:\repos\PhilipRieck_WpfAppBar\AppBarExample\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.grid = ((System.Windows.Controls.Grid)(target));              return;              case 2:              this.AppBar = ((System.Windows.Controls.Button)(target));                            #line 25 "..\..\MainWindow.xaml"              this.AppBar.Click += new System.Windows.RoutedEventHandler(this.AppBar_OnClick);                            #line default              #line hidden              return;              case 3:              this.Normal = ((System.Windows.Controls.Button)(target));                            #line 26 "..\..\MainWindow.xaml"              this.Normal.Click += new System.Windows.RoutedEventHandler(this.Normal_OnClick);                            #line default              #line hidden              return;              }
