Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ComponentChecker,0,1,0,0,1,32,6,0,1,0,6,1
ConfigComponentFinder,0,1,0,0,1,7,1,0,1,0,0,0
DynamicComponentFinder,0,1,0,0,1,15,3,0,1,0,1,2
ComponentStatus,0,0,0,0,0,7,0,0,0,0,0,2
DependencyStatus,0,0,0,0,0,6,0,0,0,0,0,15
FrameworkVersion,7,0,0,7,0,10,0,0,0,0,0,0
WindowsServiceStatus,0,0,0,0,0,10,0,0,0,0,0,2
GenericDependencyCheckResult,0,2,4,0,2,28,2,1,1,0,1,10
IComponentFinder,0,1,0,0,0,4,1,3,0,0,0,1
IComponentChecker,0,1,0,0,0,4,1,1,0,0,1,1
IComponent,0,1,2,0,0,10,1,2,0,0,0,4
ComponentCheckResult,0,1,3,0,1,19,1,0,0,0,1,2
IDepedenecyCheckResult,0,0,4,0,0,19,0,1,0,0,0,3
IDependency,0,1,1,0,0,8,1,12,0,0,0,3
TorchBootstrapper,5,6,0,0,5,69,14,0,0,0,9,1
XmlFileComponentFinder,1,2,0,0,2,12,2,0,1,0.5,0,0
