Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Dinamico.Controllers,FreeFormController,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Controllers\FreeFormController.cs,Submit,Cyclomatic complexity of the method is 9
Complex Method,Dinamico.Models,AccountValidation,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Models\AccountModels.cs,ErrorCodeToString,Cyclomatic complexity of the method is 10
Long Statement,Dinamico,GlobalMvcStarter,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\GlobalMvcStarter.cs,Initialize,The length of the statement  "            //log4net.Config.XmlConfigurator.ConfigureAndWatch(new System.IO.FileInfo(Server.MapPath("~/N2/Installation/log4net.config")));" is 127.
Long Statement,Dinamico.Models,AccountValidation,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Models\AccountModels.cs,ErrorCodeToString,The length of the statement  "						"The authentication provider returned an error. Please verify your entry and try again. If the problem persists' please contact your system administrator.";" is 156.
Long Statement,Dinamico.Models,AccountValidation,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Models\AccountModels.cs,ErrorCodeToString,The length of the statement  "						"The user creation request has been canceled. Please verify your entry and try again. If the problem persists' please contact your system administrator.";" is 154.
Long Statement,Dinamico.Models,AccountValidation,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Models\AccountModels.cs,ErrorCodeToString,The length of the statement  "						"An unknown error occurred. Please verify your entry and try again. If the problem persists' please contact your system administrator.";" is 136.
Long Statement,Dinamico.Dinamico.Registrations,StartPageRegistration,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Registrations\StartPageRegistration.cs,RegisterDefinition,The length of the statement  "							"Sets a host name for this site/language. The web server must be configured to accept this host name for this to work.");" is 121.
Empty Catch Block,Dinamico.Controllers,FreeFormController,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Controllers\FreeFormController.cs,Submit,The method has an empty catch block.
Magic Number,Dinamico.Controllers,ContentPagesController,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Controllers\ContentPagesController.cs,Index,The following statement contains a magic number: Response.StatusCode = 404;
Magic Number,Dinamico.Controllers,StartPageController,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Controllers\StartPageController.cs,NotFound,The following statement contains a magic number: var similarPages = GetSearchResults(startPage' urlText' 10).ToList();
Magic Number,Dinamico.Controllers,StartPageController,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Controllers\StartPageController.cs,Search,The following statement contains a magic number: var hits = GetSearchResults(CurrentPage ?? Content.Traverse.StartPage' q' 50);
Magic Number,Dinamico.Registrations,FreeFormRegistration,C:\research\architectureSmells\repos\n2cms_n2cms\src\Mvc\Dinamico\Dinamico\Registrations\FreeFormRegistration.cs,RegisterDefinition,The following statement contains a magic number: register.Definition.SortOrder = 250;
