Implementation smell,Namespace,Class,File,Method,Description
Long Statement,N2.MarkDown,WmdEditorAttribute,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\WmdEditorAttribute.cs,AddEditor,The length of the statement  "                page.Header.Controls.Add(new Literal() { Text = "<link rel=\"stylesheet\" type=\"text/css\" href=\"/Addons/Markdown/Wmd/wmd.css\" />" });" is 137.
Long Statement,N2.MarkDown,WmdEditorAttribute,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\WmdEditorAttribute.cs,AddEditor,The length of the statement  "                page.Header.Controls.Add(new Literal() { Text = "<script type=\"text/javascript\" src=\"/Addons/Markdown/Wmd/showdown.js\"></script>" });" is 137.
Long Statement,N2.MarkDown,WmdEditorAttribute,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\WmdEditorAttribute.cs,AddEditor,The length of the statement  "                page.Header.Controls.Add(new Literal() { Text = "<script type=\"text/javascript\" src=\"/Addons/Markdown/Wmd/wmd.js\"></script>" });" is 132.
Long Statement,N2.MarkDown,MarkItUpEditorAttribute,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkItUpEditorAttribute.cs,AddEditor,The length of the statement  "                literal.Text = "<link rel=\"stylesheet\" type=\"text/css\" media=\"screen\" href=\"/Addons/Markdown/MarkItUp/skins/markitup/style.css\"/>";" is 139.
Long Statement,N2.MarkDown,MarkItUpEditorAttribute,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkItUpEditorAttribute.cs,AddEditor,The length of the statement  "                literal.Text = "<link rel=\"stylesheet\" type=\"text/css\" media=\"screen\" href=\"/Addons/Markdown/MarkItUp/sets/markdown/style.css\"/>";" is 138.
Long Statement,N2.MarkDown,MarkItUpEditorAttribute,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkItUpEditorAttribute.cs,AddEditor,The length of the statement  "                page.ClientScript.RegisterClientScriptBlock(typeof(MarkItUpEditorAttribute)' "markitup"' "$(document).ready(function(){ $(\".markdown-editor\").markItUp(mySettings); });"' true);" is 178.
Long Statement,N2.MarkDown,MarkdownParser,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkdownParser.cs,StripLinkDefinitions,The length of the statement  "            text = Regex.Replace(text' pattern' new MatchEvaluator(LinkEvaluator)' RegexOptions.Multiline | RegexOptions.IgnorePatternWhitespace);" is 134.
Long Statement,N2.MarkDown,MarkdownParser,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkdownParser.cs,HashHTMLBlocks,The length of the statement  "            text = Regex.Replace(text' pattern' new MatchEvaluator(HtmlEvaluator)' RegexOptions.Multiline | RegexOptions.IgnorePatternWhitespace);" is 134.
Long Statement,N2.MarkDown,MarkdownParser,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkdownParser.cs,HashHTMLBlocks,The length of the statement  "            text = Regex.Replace(text' pattern' new MatchEvaluator(HtmlEvaluator)' RegexOptions.Multiline | RegexOptions.IgnorePatternWhitespace);" is 134.
Long Statement,N2.MarkDown,MarkdownParser,C:\research\architectureSmells\repos\n2cms_n2cms\src\WebForms\WebFormsTemplates\Addons\n2markdown\MarkdownParser.cs,RunBlockGamut,The length of the statement  "            text = Regex.Replace(text' @"^[ ]{0'2}([ ]?\*[ ]?){3'}[ \t]*$"' "<hr" + emptyElementSuffix + "\n"' RegexOptions.Multiline | RegexOptions.IgnorePatternWhitespace);" is 162.
