Implementation smell,Namespace,Class,File,Method,Description
Magic Number,CBORDocs,Program,C:\research\architectureSmells\repos\peteroupc_CBOR\CBORDocs2\Program.cs,Main,The following statement contains a magic number: args.Length < 2 || String.IsNullOrEmpty(args[0]) ||         String.IsNullOrEmpty(args[1])
