Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MemBus.Tests.Publishing,Using_Publish_Pipeline,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Publishing\Using_Publish_Pipeline.cs,PublisherCheck,The length of the statement  "            var token = new PublishToken(new MessageA()' new[] { new MockSubscription<MessageA>()' new MockSubscription<MessageA>() }); " is 123.
Long Statement,MemBus.Tests.Publishing,Using_Publish_Pipeline,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Publishing\Using_Publish_Pipeline.cs,use_send_this_to_send_message_while_publishing,The length of the statement  "                p => p.MessageMatch(m => m.IsType<MessageA>()).PublishPipeline(Publish.This(new MessageB())' new SequentialPublisher()))) " is 121.
Virtual Method Call from Constructor,MemBus.Tests.Subscribing,FlexibleSubscribingIntegrationContext,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Subscribing\FlexibleSubscribingIntegrationContext.cs,FlexibleSubscribingIntegrationContext,The constructor "FlexibleSubscribingIntegrationContext" calls a virtual method "GetEndpoints".
Virtual Method Call from Constructor,MemBus.Tests.Subscribing,FlexibleSubscribingIntegrationContext,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Subscribing\FlexibleSubscribingIntegrationContext.cs,FlexibleSubscribingIntegrationContext,The constructor "FlexibleSubscribingIntegrationContext" calls a virtual method "AdditionalSetup".
Magic Number,MemBus.Tests.Integration,IntegrationScenarioInteractionWithSubscriber,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Integration\IntegrationScenarioInteractionWithSubscriber.cs,The_special_shape_is_applied,The following statement contains a magic number: sub.NormalMsgCount.ShouldBeEqualTo(2);
Magic Number,MemBus.Tests.Integration,IntegrationScenarioInteractionWithSubscriber,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Integration\IntegrationScenarioInteractionWithSubscriber.cs,The_special_shape_is_applied,The following statement contains a magic number: sub.NormalMsgCount.ShouldBeEqualTo(3);
Magic Number,MemBus.Tests.Integration,IntegrationScenarioInteractionWithSubscriber,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Integration\IntegrationScenarioInteractionWithSubscriber.cs,The_special_shape_is_applied,The following statement contains a magic number: sub.SpecialMsgCount.ShouldBeEqualTo(2);
Magic Number,MemBus.Tests.Integration,When_Using_The_Bus,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Integration\When_using_the_bus.cs,Exceptions_are_made_available_as_messages,The following statement contains a magic number: var signaled = evt.WaitOne(TimeSpan.FromSeconds(2));
Magic Number,MemBus.Tests.Integration,When_Using_The_Bus_In_The_Ui,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Integration\When_using_the_bus_in_the_ui.cs,Subscription_push_can_be_dispatched_on_designated_thread_blocking_scenario,The following statement contains a magic number: var threadId = -2;
Magic Number,MemBus.Tests.Rx,ObservableAsTimer,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Rx\Observable_As_Timer.cs,Timer_from_observable_functionality,The following statement contains a magic number: var cd = new CountdownEvent(5);
Magic Number,MemBus.Tests.Rx,ObservableAsTimer,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Rx\Observable_As_Timer.cs,Timer_from_observable_functionality,The following statement contains a magic number: var result = cd.Wait(TimeSpan.FromMilliseconds(1700));
Magic Number,MemBus.Tests.Rx,ObservableAsTimer,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Rx\Observable_As_Timer.cs,Timer_from_observable_functionality,The following statement contains a magic number: Assert.Equal(5' messages);
Magic Number,MemBus.Tests.Rx,Timers,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Rx\Observable_As_Timer.cs,ASignal,The following statement contains a magic number: return Observable                  .Timer(TimeSpan.FromMilliseconds(10)' TimeSpan.FromMilliseconds(100)' Scheduler.Default)                  .Take(5)                  .Select(_ => new MessageA());
Magic Number,MemBus.Tests.Rx,Timers,D:\research\architectureSmells\repos\flq_MemBus\MemBus.Tests\Rx\Observable_As_Timer.cs,ASignal,The following statement contains a magic number: return Observable                  .Timer(TimeSpan.FromMilliseconds(10)' TimeSpan.FromMilliseconds(100)' Scheduler.Default)                  .Take(5)                  .Select(_ => new MessageA());
