Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ConsoleApp1,Program,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\ConsoleApp1\Program.cs,README_QuickStart_Sample1,The length of the statement  "				Console.WriteLine("Full Address: " + result.FormattedAddress);         // "1600 Pennsylvania Ave NW' Washington' DC 20500' USA" " is 127.
Long Statement,ConsoleApp1,Program,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\ConsoleApp1\Program.cs,DoGeocodeRequest,The length of the statement  "				Console.WriteLine("Full Address: " + result.FormattedAddress);         // "1600 Pennsylvania Ave NW' Washington' DC 20500' USA" " is 127.
