Implementation smell,Namespace,Class,File,Method,Description
Long Method,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The method has 128 lines of code.
Complex Method,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,Cyclomatic complexity of the method is 19
Long Statement,SearchAddressMap,App,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\App.xaml.cs,InitializeComponent,The length of the statement  "            this.DispatcherUnhandledException += new System.Windows.Threading.DispatcherUnhandledExceptionEventHandler(this.Application_DispatcherUnhandledException); " is 154.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,refreshMap,The length of the statement  "				'MapType = (MapTypes)Enum.Parse(typeof(MapTypes)' ((ComboBoxItem)mapTypeComboBox.SelectedItem).Content.ToString()' true) " is 120.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,refreshStreetView,The length of the statement  "				//'MapType = (MapTypes)Enum.Parse(typeof(MapTypes)' ((ComboBoxItem)mapTypeComboBox.SelectedItem).Content.ToString()' true) " is 122.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus)); " is 153.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged); " is 147.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged); " is 137.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged); " is 123.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged); " is 129.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick); " is 125.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged); " is 125.
Long Statement,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The length of the statement  "            this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick); " is 121.
Empty Catch Block,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,btnTestUrl_Click,The method has an empty catch block.
Empty Catch Block,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,btnTestUrl_Click,The method has an empty catch block.
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,refreshStreetView,The following statement contains a magic number: var request = new StreetViewRequest  			{  				Location = location  				//'Zoom = Convert.ToInt32(zoomSlider.Value)'  				' Size = new MapSize(Convert.ToInt32(imageControl.Width)' Convert.ToInt32(imageControl.Height))  				//'MapType = (MapTypes)Enum.Parse(typeof(MapTypes)' ((ComboBoxItem)mapTypeComboBox.SelectedItem).Content.ToString()' true)  				' Heading = Convert.ToInt16(Convert.ToInt16(headingSlider.Value) + 180)  				' Pitch = Convert.ToInt16(Convert.ToInt16(pitchSlider.Value))  			};
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 4 "..\..\Window1.xaml"              ((SearchAddressMap.Window1)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.txtGoogleApiKey = ((System.Windows.Controls.TextBox)(target));                            #line 8 "..\..\Window1.xaml"              this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus));                            #line default              #line hidden              return;              case 3:              this.searchTextBox = ((System.Windows.Controls.TextBox)(target));              return;              case 4:              this.searchButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\Window1.xaml"              this.searchButton.Click += new System.Windows.RoutedEventHandler(this.searchButton_Click);                            #line default              #line hidden              return;              case 5:              this.resultsTreeView = ((System.Windows.Controls.TreeView)(target));                            #line 15 "..\..\Window1.xaml"              this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged);                            #line default              #line hidden              return;              case 6:              this.tabControl1 = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.mapTypeComboBox = ((System.Windows.Controls.ComboBox)(target));                            #line 20 "..\..\Window1.xaml"              this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged);                            #line default              #line hidden              return;              case 8:              this.zoomLabel = ((System.Windows.Controls.Label)(target));              return;              case 9:              this.zoomSlider = ((System.Windows.Controls.Slider)(target));                            #line 27 "..\..\Window1.xaml"              this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged);                            #line default              #line hidden              return;              case 10:              this.border1 = ((System.Windows.Controls.Border)(target));              return;              case 11:              this.image1 = ((System.Windows.Controls.Image)(target));              return;              case 12:              this.headingSlider = ((System.Windows.Controls.Slider)(target));                            #line 47 "..\..\Window1.xaml"              this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged);                            #line default              #line hidden                            #line 47 "..\..\Window1.xaml"              this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 13:              this.pitchSlider = ((System.Windows.Controls.Slider)(target));                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged);                            #line default              #line hidden                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 14:              this.svImgBorder = ((System.Windows.Controls.Border)(target));              return;              case 15:              this.image2 = ((System.Windows.Controls.Image)(target));              return;              case 16:              this.txtTestUrl = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.btnTestUrl = ((System.Windows.Controls.Button)(target));                            #line 62 "..\..\Window1.xaml"              this.btnTestUrl.Click += new System.Windows.RoutedEventHandler(this.btnTestUrl_Click);                            #line default              #line hidden              return;              case 18:              this.imgborder3 = ((System.Windows.Controls.Border)(target));              return;              case 19:              this.image3 = ((System.Windows.Controls.Image)(target));              return;              }
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 4 "..\..\Window1.xaml"              ((SearchAddressMap.Window1)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.txtGoogleApiKey = ((System.Windows.Controls.TextBox)(target));                            #line 8 "..\..\Window1.xaml"              this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus));                            #line default              #line hidden              return;              case 3:              this.searchTextBox = ((System.Windows.Controls.TextBox)(target));              return;              case 4:              this.searchButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\Window1.xaml"              this.searchButton.Click += new System.Windows.RoutedEventHandler(this.searchButton_Click);                            #line default              #line hidden              return;              case 5:              this.resultsTreeView = ((System.Windows.Controls.TreeView)(target));                            #line 15 "..\..\Window1.xaml"              this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged);                            #line default              #line hidden              return;              case 6:              this.tabControl1 = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.mapTypeComboBox = ((System.Windows.Controls.ComboBox)(target));                            #line 20 "..\..\Window1.xaml"              this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged);                            #line default              #line hidden              return;              case 8:              this.zoomLabel = ((System.Windows.Controls.Label)(target));              return;              case 9:              this.zoomSlider = ((System.Windows.Controls.Slider)(target));                            #line 27 "..\..\Window1.xaml"              this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged);                            #line default              #line hidden              return;              case 10:              this.border1 = ((System.Windows.Controls.Border)(target));              return;              case 11:              this.image1 = ((System.Windows.Controls.Image)(target));              return;              case 12:              this.headingSlider = ((System.Windows.Controls.Slider)(target));                            #line 47 "..\..\Window1.xaml"              this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged);                            #line default              #line hidden                            #line 47 "..\..\Window1.xaml"              this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 13:              this.pitchSlider = ((System.Windows.Controls.Slider)(target));                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged);                            #line default              #line hidden                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 14:              this.svImgBorder = ((System.Windows.Controls.Border)(target));              return;              case 15:              this.image2 = ((System.Windows.Controls.Image)(target));              return;              case 16:              this.txtTestUrl = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.btnTestUrl = ((System.Windows.Controls.Button)(target));                            #line 62 "..\..\Window1.xaml"              this.btnTestUrl.Click += new System.Windows.RoutedEventHandler(this.btnTestUrl_Click);                            #line default              #line hidden              return;              case 18:              this.imgborder3 = ((System.Windows.Controls.Border)(target));              return;              case 19:              this.image3 = ((System.Windows.Controls.Image)(target));              return;              }
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 4 "..\..\Window1.xaml"              ((SearchAddressMap.Window1)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.txtGoogleApiKey = ((System.Windows.Controls.TextBox)(target));                            #line 8 "..\..\Window1.xaml"              this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus));                            #line default              #line hidden              return;              case 3:              this.searchTextBox = ((System.Windows.Controls.TextBox)(target));              return;              case 4:              this.searchButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\Window1.xaml"              this.searchButton.Click += new System.Windows.RoutedEventHandler(this.searchButton_Click);                            #line default              #line hidden              return;              case 5:              this.resultsTreeView = ((System.Windows.Controls.TreeView)(target));                            #line 15 "..\..\Window1.xaml"              this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged);                            #line default              #line hidden              return;              case 6:              this.tabControl1 = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.mapTypeComboBox = ((System.Windows.Controls.ComboBox)(target));                            #line 20 "..\..\Window1.xaml"              this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged);                            #line default              #line hidden              return;              case 8:              this.zoomLabel = ((System.Windows.Controls.Label)(target));              return;              case 9:              this.zoomSlider = ((System.Windows.Controls.Slider)(target));                            #line 27 "..\..\Window1.xaml"              this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged);                            #line default              #line hidden              return;              case 10:              this.border1 = ((System.Windows.Controls.Border)(target));              return;              case 11:              this.image1 = ((System.Windows.Controls.Image)(target));              return;              case 12:              this.headingSlider = ((System.Windows.Controls.Slider)(target));                            #line 47 "..\..\Window1.xaml"              this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged);                            #line default              #line hidden                            #line 47 "..\..\Window1.xaml"              this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 13:              this.pitchSlider = ((System.Windows.Controls.Slider)(target));                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged);                            #line default              #line hidden                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 14:              this.svImgBorder = ((System.Windows.Controls.Border)(target));              return;              case 15:              this.image2 = ((System.Windows.Controls.Image)(target));              return;              case 16:              this.txtTestUrl = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.btnTestUrl = ((System.Windows.Controls.Button)(target));                            #line 62 "..\..\Window1.xaml"              this.btnTestUrl.Click += new System.Windows.RoutedEventHandler(this.btnTestUrl_Click);                            #line default              #line hidden              return;              case 18:              this.imgborder3 = ((System.Windows.Controls.Border)(target));              return;              case 19:              this.image3 = ((System.Windows.Controls.Image)(target));              return;              }
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 4 "..\..\Window1.xaml"              ((SearchAddressMap.Window1)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.txtGoogleApiKey = ((System.Windows.Controls.TextBox)(target));                            #line 8 "..\..\Window1.xaml"              this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus));                            #line default              #line hidden              return;              case 3:              this.searchTextBox = ((System.Windows.Controls.TextBox)(target));              return;              case 4:              this.searchButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\Window1.xaml"              this.searchButton.Click += new System.Windows.RoutedEventHandler(this.searchButton_Click);                            #line default              #line hidden              return;              case 5:              this.resultsTreeView = ((System.Windows.Controls.TreeView)(target));                            #line 15 "..\..\Window1.xaml"              this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged);                            #line default              #line hidden              return;              case 6:              this.tabControl1 = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.mapTypeComboBox = ((System.Windows.Controls.ComboBox)(target));                            #line 20 "..\..\Window1.xaml"              this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged);                            #line default              #line hidden              return;              case 8:              this.zoomLabel = ((System.Windows.Controls.Label)(target));              return;              case 9:              this.zoomSlider = ((System.Windows.Controls.Slider)(target));                            #line 27 "..\..\Window1.xaml"              this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged);                            #line default              #line hidden              return;              case 10:              this.border1 = ((System.Windows.Controls.Border)(target));              return;              case 11:              this.image1 = ((System.Windows.Controls.Image)(target));              return;              case 12:              this.headingSlider = ((System.Windows.Controls.Slider)(target));                            #line 47 "..\..\Window1.xaml"              this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged);                            #line default              #line hidden                            #line 47 "..\..\Window1.xaml"              this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 13:              this.pitchSlider = ((System.Windows.Controls.Slider)(target));                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged);                            #line default              #line hidden                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 14:              this.svImgBorder = ((System.Windows.Controls.Border)(target));              return;              case 15:              this.image2 = ((System.Windows.Controls.Image)(target));              return;              case 16:              this.txtTestUrl = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.btnTestUrl = ((System.Windows.Controls.Button)(target));                            #line 62 "..\..\Window1.xaml"              this.btnTestUrl.Click += new System.Windows.RoutedEventHandler(this.btnTestUrl_Click);                            #line default              #line hidden              return;              case 18:              this.imgborder3 = ((System.Windows.Controls.Border)(target));              return;              case 19:              this.image3 = ((System.Windows.Controls.Image)(target));              return;              }
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 4 "..\..\Window1.xaml"              ((SearchAddressMap.Window1)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.txtGoogleApiKey = ((System.Windows.Controls.TextBox)(target));                            #line 8 "..\..\Window1.xaml"              this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus));                            #line default              #line hidden              return;              case 3:              this.searchTextBox = ((System.Windows.Controls.TextBox)(target));              return;              case 4:              this.searchButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\Window1.xaml"              this.searchButton.Click += new System.Windows.RoutedEventHandler(this.searchButton_Click);                            #line default              #line hidden              return;              case 5:              this.resultsTreeView = ((System.Windows.Controls.TreeView)(target));                            #line 15 "..\..\Window1.xaml"              this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged);                            #line default              #line hidden              return;              case 6:              this.tabControl1 = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.mapTypeComboBox = ((System.Windows.Controls.ComboBox)(target));                            #line 20 "..\..\Window1.xaml"              this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged);                            #line default              #line hidden              return;              case 8:              this.zoomLabel = ((System.Windows.Controls.Label)(target));              return;              case 9:              this.zoomSlider = ((System.Windows.Controls.Slider)(target));                            #line 27 "..\..\Window1.xaml"              this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged);                            #line default              #line hidden              return;              case 10:              this.border1 = ((System.Windows.Controls.Border)(target));              return;              case 11:              this.image1 = ((System.Windows.Controls.Image)(target));              return;              case 12:              this.headingSlider = ((System.Windows.Controls.Slider)(target));                            #line 47 "..\..\Window1.xaml"              this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged);                            #line default              #line hidden                            #line 47 "..\..\Window1.xaml"              this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 13:              this.pitchSlider = ((System.Windows.Controls.Slider)(target));                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged);                            #line default              #line hidden                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 14:              this.svImgBorder = ((System.Windows.Controls.Border)(target));              return;              case 15:              this.image2 = ((System.Windows.Controls.Image)(target));              return;              case 16:              this.txtTestUrl = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.btnTestUrl = ((System.Windows.Controls.Button)(target));                            #line 62 "..\..\Window1.xaml"              this.btnTestUrl.Click += new System.Windows.RoutedEventHandler(this.btnTestUrl_Click);                            #line default              #line hidden              return;              case 18:              this.imgborder3 = ((System.Windows.Controls.Border)(target));              return;              case 19:              this.image3 = ((System.Windows.Controls.Image)(target));              return;              }
Magic Number,SearchAddressMap,Window1,D:\research\architectureSmells\repos\ericnewton76_gmaps-api-net\src\Samples\SearchAddressMap\Window1.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 4 "..\..\Window1.xaml"              ((SearchAddressMap.Window1)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.txtGoogleApiKey = ((System.Windows.Controls.TextBox)(target));                            #line 8 "..\..\Window1.xaml"              this.txtGoogleApiKey.AddHandler(System.Windows.Input.FocusManager.LostFocusEvent' new System.Windows.RoutedEventHandler(this.txtGoogleApiKey_LostFocus));                            #line default              #line hidden              return;              case 3:              this.searchTextBox = ((System.Windows.Controls.TextBox)(target));              return;              case 4:              this.searchButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\Window1.xaml"              this.searchButton.Click += new System.Windows.RoutedEventHandler(this.searchButton_Click);                            #line default              #line hidden              return;              case 5:              this.resultsTreeView = ((System.Windows.Controls.TreeView)(target));                            #line 15 "..\..\Window1.xaml"              this.resultsTreeView.SelectedItemChanged += new System.Windows.RoutedPropertyChangedEventHandler<object>(this.resultsTreeView_SelectedItemChanged);                            #line default              #line hidden              return;              case 6:              this.tabControl1 = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.mapTypeComboBox = ((System.Windows.Controls.ComboBox)(target));                            #line 20 "..\..\Window1.xaml"              this.mapTypeComboBox.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.mapTypeComboBox_SelectionChanged);                            #line default              #line hidden              return;              case 8:              this.zoomLabel = ((System.Windows.Controls.Label)(target));              return;              case 9:              this.zoomSlider = ((System.Windows.Controls.Slider)(target));                            #line 27 "..\..\Window1.xaml"              this.zoomSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.zoomSlider_ValueChanged);                            #line default              #line hidden              return;              case 10:              this.border1 = ((System.Windows.Controls.Border)(target));              return;              case 11:              this.image1 = ((System.Windows.Controls.Image)(target));              return;              case 12:              this.headingSlider = ((System.Windows.Controls.Slider)(target));                            #line 47 "..\..\Window1.xaml"              this.headingSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.headingSlider_ValueChanged);                            #line default              #line hidden                            #line 47 "..\..\Window1.xaml"              this.headingSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.headingSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 13:              this.pitchSlider = ((System.Windows.Controls.Slider)(target));                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.ValueChanged += new System.Windows.RoutedPropertyChangedEventHandler<double>(this.pitchSlider_ValueChanged);                            #line default              #line hidden                            #line 48 "..\..\Window1.xaml"              this.pitchSlider.MouseDoubleClick += new System.Windows.Input.MouseButtonEventHandler(this.pitchSlider_MouseDoubleClick);                            #line default              #line hidden              return;              case 14:              this.svImgBorder = ((System.Windows.Controls.Border)(target));              return;              case 15:              this.image2 = ((System.Windows.Controls.Image)(target));              return;              case 16:              this.txtTestUrl = ((System.Windows.Controls.TextBox)(target));              return;              case 17:              this.btnTestUrl = ((System.Windows.Controls.Button)(target));                            #line 62 "..\..\Window1.xaml"              this.btnTestUrl.Click += new System.Windows.RoutedEventHandler(this.btnTestUrl_Click);                            #line default              #line hidden              return;              case 18:              this.imgborder3 = ((System.Windows.Controls.Border)(target));              return;              case 19:              this.image3 = ((System.Windows.Controls.Image)(target));              return;              }
