Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.iofilemgr,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: CSPspEmu.Hle.Modules.iofilemgr' CSPspEmu.Hle.Modules.stdio,CSPspEmu.Hle.Modules.iofilemgr.IoFileMgrForUser' CSPspEmu.Hle.Modules.iofilemgr.GuestHleIoDriver' CSPspEmu.Hle.Modules.stdio.StdioForUser
Unstable Dependency,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.stdio,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): CSPspEmu.Hle.Modules.iofilemgr,CSPspEmu.Hle.Modules.stdio.IoFileMgrForUser
Unstable Dependency,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules._unknownPrx,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): CSPspEmu.Hle.Modules.modulemgr,CSPspEmu.Hle.Modules._unknownPrx.SceKernelLMOption
God Component,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.pspnet,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 36,CSPspEmu.Hle.Modules.pspnet.SceNetMallocStat' CSPspEmu.Hle.Modules.pspnet.pdpStatStruct' CSPspEmu.Hle.Modules.pspnet.ptpStatStruct' CSPspEmu.Hle.Modules.pspnet.Event' CSPspEmu.Hle.Modules.pspnet.State' CSPspEmu.Hle.Modules.pspnet.Mode' CSPspEmu.Hle.Modules.pspnet.Errors
God Component,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.utility,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 30,CSPspEmu.Hle.Modules.utility.DialogStepEnum
Feature Concentration,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.iofilemgr,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IoFileMgrForKernel' IoFileMgrForUser' PspIoDrv' GuestHleIoDriver' PspIoDrvArg' IoDelayType]' [PspIoDrvFileArg]' [PspIoDrvFuncs]. LCC (Lack of Component Cohesion) = 0.38,CSPspEmu.Hle.Modules.iofilemgr.PspIoDrvFileArg' CSPspEmu.Hle.Modules.iofilemgr.PspIoDrvFuncs
Feature Concentration,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.libfont,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [sceLibFont' FontBitmap' FontLibrary' Font' FontNewLibParams' FontCharInfo' FontPixelFormat' GlyphImage' CharRect]' [FontRegistryEntry]. LCC (Lack of Component Cohesion) = 0.2,CSPspEmu.Hle.Modules.libfont.FontRegistryEntry
Feature Concentration,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.pmfplayer,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [scePsmf]' [scePsmfPlayer' PsmfPlayerStatusSet' PlayInfoStruct' PmfInfoStruct' PSMF_PLAYER_CONFIG_MODE]. LCC (Lack of Component Cohesion) = 0.33,CSPspEmu.Hle.Modules.pmfplayer.scePsmf
Feature Concentration,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.sysmem,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [KDebugForKernel' PspDebugKprintfHandler' SysMemUserForUser' PspModelEnum' SysMemForKernel]' [sceSuspendForUser]' [sceSysEventForKernel' PspSysEventHandler' PspSysEventHandlerFunc]. LCC (Lack of Component Cohesion) = 0.33,CSPspEmu.Hle.Modules.sysmem.sceSysEventForKernel' CSPspEmu.Hle.Modules.sysmem.PspSysEventHandler' CSPspEmu.Hle.Modules.sysmem.PspSysEventHandlerFunc' CSPspEmu.Hle.Modules.sysmem.sceSuspendForUser
Feature Concentration,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.utility,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [sceUtility' DialogStepEnum' PSP_AV_MODULE' PspUtilitySavedataMode' pspUtilityMsgDialogMode' pspUtilityMsgDialogPressed' PspUtilitySavedataFileData' PspUtilitySavedataListSaveNewData' pspUtilityMsgDialogParams' pspUtilityDialogCommon' SceUtilitySavedataParam' pspUtilityNetconfData' SceUtilityOskParams' pspUtilityDialogState' NetData' ListRequest' SizeFreeInfo' SizeUsedInfo' SizeRequiredSpaceInfo' pspUtilityMsgDialogOption' PspUtilitySavedataFocus' PspUtilitySavedataSFOParam]' [PSP_NET_MODULE]' [pspUtilityNetconfActions]' [pspUtilityNetconfAdhoc]' [SceUtilityOskInputLanguage' SceUtilityOskData' SceUtilityOskResult' SceUtilityOskInputType]' [SceUtilityOskState]. LCC (Lack of Component Cohesion) = 0.2,CSPspEmu.Hle.Modules.utility.SceUtilityOskState
Feature Concentration,CSPspEmu.Hle.Modules,CSPspEmu.Hle.Modules.utils,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UtilsForKernel' UtilsForUser' TimeValStruct' TimeZoneStruct' time_t' SceKernelUtilsMt19937Context]' [clock_t]. LCC (Lack of Component Cohesion) = 0.29,CSPspEmu.Hle.Modules.utils.clock_t
