Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MetroLogWebTarget.Service,UserStore,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Service\UserStore.cs,GetClaimsAsync,The length of the statement  "	IList<Claim> result = user.Claims.Select (userClaim => new Claim (userClaim.ClaimType' userClaim.ClaimValue)).ToList (); " is 120.
Long Statement,MetroLogWebTarget.Service,UserStore,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Service\UserStore.cs,RemoveClaimAsync,The length of the statement  "	foreach (var identityUserClaim in user.Claims.Where (uc => uc.ClaimValue == claim.Value && uc.ClaimType == claim.Type).ToList ()) { " is 131.
