Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,MetroLogWebTarget.Data.Mappings,LogEnvironmentMap,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Mappings\LogEnvironmentMap.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,MetroLogWebTarget.Data.Mappings,LogEventMap,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Mappings\LogEventMap.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,MetroLogWebTarget.Data.Mappings,PermissionRecordMap,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Mappings\PermissionRecordMap.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,MetroLogWebTarget.Data.Mappings,RoleMap,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Mappings\RoleMap.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,MetroLogWebTarget.Data.Mappings,UserMap,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Mappings\UserMap.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,MetroLogWebTarget.Data.Migrations,Configuration,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Migrations\Configuration.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Cyclically-dependent Modularization,MetroLogWebTarget.Data,MetroLogDbContext,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\MetroLogDbContext.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MetroLogDbContext' SqliteDbInitializer
Rebellious Hierarchy,MetroLogWebTarget.Data.Migrations,Configuration,C:\repos\lsxqw2004_MetroLogWebTarget\MetroLogWebTarget.Data\Migrations\Configuration.cs,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: Seed
