Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NHibernateDemo.IntegrationFacade,PersonFacade,C:\repos\dougrathbone_bauerdevsessions\2013.04.April\NHibernateDemo\NHibernateDemo.IntegrationFacade\PersonFacade.cs,SavePerson,The length of the statement  "				item.CommunicationType = session.Query<CommunicationType> ().Where (x => x.Value == item.CommunicationType.Value).First (); " is 123.
