Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Dialog,NuGet.Dialog,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NuGet.Dialog' NuGet.Dialog.Providers
Unstable Dependency,Dialog,NuGet.Dialog.Providers,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NuGet.Dialog
