Namespace,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In,Fan-Out types,Fan-In types
PacketEditor.DataCapture,Data,0,1,3,0,1,13,1,0,0,-1,1,3,PacketEditor.DataCapture.DataType,PacketEditor.Utils' PacketEditor.Plugins.DataReceived' PacketEditor.MainForm
PacketEditor.DataCapture,DataType,0,0,0,0,0,5,0,0,0,-1,0,2,,PacketEditor.Plugins.DataReceived' PacketEditor.DataCapture.Data
PacketEditor,MainForm,9,6,0,0,1,181,9,0,0,0.33,2,1,PacketEditor.DataCapture.Data' PacketEditor.Utils,PacketEditor.Program
PacketEditor,Program,1,2,0,1,0,25,2,0,0,1,1,0,PacketEditor.MainForm,
PacketEditor,Utils,1,1,0,1,1,14,2,0,0,0,1,2,PacketEditor.DataCapture.Data,PacketEditor.Plugins.DataReceived' PacketEditor.MainForm
PacketEditor.Plugins,DataReceived,2,3,1,0,3,52,5,0,2,1,3,0,PacketEditor.DataCapture.Data' PacketEditor.DataCapture.DataType' PacketEditor.Utils,
PacketEditor.Properties,Resources,2,1,2,0,0,41,1,0,0,0,0,0,,
PacketEditor.Properties,Settings,1,0,1,0,0,12,0,0,0,-1,0,0,,
