Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Id.ResultsMessage = global::TestRunner.Xamarin.Android.Resource.Id.ResultsMessage; " is 125.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Id.ResultsPassed = global::TestRunner.Xamarin.Android.Resource.Id.ResultsPassed; " is 123.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Id.ResultsResult = global::TestRunner.Xamarin.Android.Resource.Id.ResultsResult; " is 123.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Id.ResultStackTrace = global::TestRunner.Xamarin.Android.Resource.Id.ResultStackTrace; " is 129.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Id.RunTestsButton = global::TestRunner.Xamarin.Android.Resource.Id.RunTestsButton; " is 125.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Id.TestSuiteListView = global::TestRunner.Xamarin.Android.Resource.Id.TestSuiteListView; " is 131.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Layout.test_result = global::TestRunner.Xamarin.Android.Resource.Layout.test_result; " is 127.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.NUnitLite.Resource.Layout.test_suite = global::TestRunner.Xamarin.Android.Resource.Layout.test_suite; " is 125.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.OptionHostName = global::TestRunner.Xamarin.Android.Resource.Id.OptionHostName; " is 121.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.OptionRemoteServer = global::TestRunner.Xamarin.Android.Resource.Id.OptionRemoteServer; " is 129.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultFullName = global::TestRunner.Xamarin.Android.Resource.Id.ResultFullName; " is 121.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultResultState = global::TestRunner.Xamarin.Android.Resource.Id.ResultResultState; " is 127.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultRunSingleMethodTest = global::TestRunner.Xamarin.Android.Resource.Id.ResultRunSingleMethodTest; " is 143.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultsIgnored = global::TestRunner.Xamarin.Android.Resource.Id.ResultsIgnored; " is 121.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultsInconclusive = global::TestRunner.Xamarin.Android.Resource.Id.ResultsInconclusive; " is 131.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultsMessage = global::TestRunner.Xamarin.Android.Resource.Id.ResultsMessage; " is 121.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.ResultStackTrace = global::TestRunner.Xamarin.Android.Resource.Id.ResultStackTrace; " is 125.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.RunTestsButton = global::TestRunner.Xamarin.Android.Resource.Id.RunTestsButton; " is 121.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Id.TestSuiteListView = global::TestRunner.Xamarin.Android.Resource.Id.TestSuiteListView; " is 127.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Layout.test_result = global::TestRunner.Xamarin.Android.Resource.Layout.test_result; " is 123.
Long Statement,TestRunner.Xamarin.Android,Resource,D:\research\architectureSmells\repos\asposewords_Aspose_Words_NET\ApiExamples\CSharp\ApiExamples.Xamarin\Android\TestRunner.Xamarin.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Xamarin.Android.Tests.Resource.Layout.test_suite = global::TestRunner.Xamarin.Android.Resource.Layout.test_suite; " is 121.
