Implementation smell,Namespace,Class,File,Method,Description
Missing Default,SpeedySloth.WatchAppExtension,LocationTypeExtensions,D:\research\architectureSmells\repos\xamarin_monotouch-samples\watchOS\SpeedySloth\SpeedySloth.WatchAppExtension\Utilities\LocationTypeExtensions.cs,DisplayString,The following switch statement is missing a default case: switch (locationType)              {                  case LocationType.Indoor:                      result = "Indoor";                      break;                  case LocationType.Outdoor:                      result = "Outdoor";                      break;              }
Missing Default,SpeedySloth.WatchAppExtension,LocationTypeExtensions,D:\research\architectureSmells\repos\xamarin_monotouch-samples\watchOS\SpeedySloth\SpeedySloth.WatchAppExtension\Utilities\LocationTypeExtensions.cs,Map,The following switch statement is missing a default case: switch (locationType)              {                  case LocationType.Indoor:                      result = HKWorkoutSessionLocationType.Indoor;                      break;                  case LocationType.Outdoor:                      result = HKWorkoutSessionLocationType.Outdoor;                      break;              }
