Implementation smell,Namespace,Class,File,Method,Description
Missing Default,TasksNotes,ViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\ios11\SiriKitSample\TasksNotes\ViewController.cs,ViewDidLoad,The following switch statement is missing a default case: switch (status)  				{  					case INSiriAuthorizationStatus.Authorized:  						Console.WriteLine("SiriKit Authorized");  						break;  					case INSiriAuthorizationStatus.Denied:  						Console.WriteLine("SiriKit Denied");  						break;  					case INSiriAuthorizationStatus.NotDetermined:  						Console.WriteLine("SiriKit Not Determined");  						break;  					case INSiriAuthorizationStatus.Restricted:  						Console.WriteLine("SiriKit Restricted");  						break;  				}
