Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BasicTable,TableSource,D:\research\architectureSmells\repos\xamarin_monotouch-samples\WorkingWithTables\Part 2 - Populating a table with data\3 - BasicTableHeaderFooter\Code\TableSource.cs,RowSelected,The length of the statement  "			UIAlertController okAlertController = UIAlertController.Create ("Row Selected"' indexedTableItems[keys[indexPath.Section]][indexPath.Row].Heading' UIAlertControllerStyle.Alert); " is 177.
