Namespace,Type,Method,LOC,CC,PC
MapKitSearch,Application,Main,5,1,1
MapKitSearch,AppDelegate,FinishedLaunching,5,1,2
MapKitSearch,ViewController,ViewController,1,1,1
MapKitSearch,ViewController,ViewDidLoad,20,2,0
MapKitSearch,ViewController,GetCurrentLocation,3,1,1
MapKitSearch,ViewController,Search,3,1,1
MapKitSearch,ViewController,PrepareForSegue,10,3,2
MapKitSearch,ViewController,SearchAsync,23,2,2
MapKitSearch,ViewController,ParseCoordinates,16,4,1
MapKitSearch,ViewController,ShouldReturn,11,2,1
MapKitSearch,ViewController,GetCurrentLocation,0,1,1
MapKitSearch,ViewController,Search,0,1,1
MapKitSearch,ViewController,ReleaseDesignerOutlets,18,5,0
MapKitSearch,SearchResultsController,SearchResultsController,1,1,1
MapKitSearch,SearchResultsController,ViewDidLoad,4,1,0
MapKitSearch,SearchResultsController,RowsInSection,3,1,2
MapKitSearch,SearchResultsController,GetCell,7,1,2
MapKitSearch,SearchResultsController,RowSelected,4,1,2
MapKitSearch,SearchResultsController,ReleaseDesignerOutlets,2,1,0
