Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BasicTable,TableSource,D:\research\architectureSmells\repos\xamarin_monotouch-samples\WorkingWithTables\Part 4 - Editing\2 - TableEditModeAdd\Code\TableSource.cs,DidFinishTableEditing,The length of the statement  "			tableView.DeleteRows (new NSIndexPath[] { NSIndexPath.FromRowSection (tableView.NumberOfRowsInSection (0) - 1' 0) }' UITableViewRowAnimation.Fade); " is 147.
Missing Default,BasicTable,TableSource,D:\research\architectureSmells\repos\xamarin_monotouch-samples\WorkingWithTables\Part 4 - Editing\2 - TableEditModeAdd\Code\TableSource.cs,CommitEditingStyle,The following switch statement is missing a default case: switch (editingStyle) {  				case UITableViewCellEditingStyle.Delete:  					// remove the item from the underlying data source  					tableItems.RemoveAt(indexPath.Row);  					// delete the row from the table  					tableView.DeleteRows (new NSIndexPath[] { indexPath }' UITableViewRowAnimation.Fade);  					break;  				  				case UITableViewCellEditingStyle.Insert:  					//---- create a new item and add it to our underlying data  					tableItems.Insert (indexPath.Row' new TableItem ("(inserted)"));  					//---- insert a new row in the table  					tableView.InsertRows (new NSIndexPath[] { indexPath }' UITableViewRowAnimation.Fade);  					break;    				case UITableViewCellEditingStyle.None:  					Console.WriteLine ("CommitEditingStyle:None called");  					break;  			}
