Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BasicTable,TableSource,D:\research\architectureSmells\repos\xamarin_monotouch-samples\WorkingWithTables\Part 3 - Customizing a Table's appearance\2 - CellAccessoryTable\Code\TableSource.cs,RowSelected,The length of the statement  "			UIAlertController okAlertController = UIAlertController.Create ("Row Selected"' tableItems[indexPath.Row].Heading' UIAlertControllerStyle.Alert); " is 145.
Long Statement,BasicTable,TableSource,D:\research\architectureSmells\repos\xamarin_monotouch-samples\WorkingWithTables\Part 3 - Customizing a Table's appearance\2 - CellAccessoryTable\Code\TableSource.cs,AccessoryButtonTapped,The length of the statement  "			UIAlertController okAlertController = UIAlertController.Create ("DetailDisclosureButton Touched"' tableItems[indexPath.Row].Heading' UIAlertControllerStyle.Alert); " is 163.
