Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,Initialize,The length of the statement  "			var msgCenter = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.CenterX' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.CenterX' 1' -3); " is 159.
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,SetUpTableView,The following statement contains a magic number: tableView.BottomAnchor.ConstraintEqualTo(safeGuide.BottomAnchor' -44).Active = true;
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,SetUpTableView,The following statement contains a magic number: UIDevice.CurrentDevice.CheckSystemVersion(11' 0)
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,SetUpToolbar,The following statement contains a magic number: toolbar.HeightAnchor.ConstraintEqualTo(44).Active = true;
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,SetUpToolbar,The following statement contains a magic number: UIDevice.CurrentDevice.CheckSystemVersion(11' 0)
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,UpdateButtomLayoutConstraint,The following statement contains a magic number: UIView.Animate(e.AnimationDuration' 0' ConvertToAnimationOptions(e.AnimationCurve)' () =>  				{                      nfloat offsetFromBottom = toolbar.Frame.GetMaxY() - e.FrameEnd.GetMinY();  					offsetFromBottom = NMath.Max(0' offsetFromBottom);                      if (++notifCount >= 2) { SetToolbarContstraint(-offsetFromBottom); }  				}' null);
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,UpdateButtomLayoutConstraint,The following statement contains a magic number: UIDevice.CurrentDevice.CheckSystemVersion(11' 0)
Magic Number,Chat,ChatViewController,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatViewController.cs,ConvertToAnimationOptions,The following statement contains a magic number: return (UIViewAnimationOptions)((int)curve << 16);
Magic Number,Chat,ChatSource,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatSource.cs,ChatSource,The following statement contains a magic number: sizingCells = new BubbleCell[2];
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 26f'  				Bottom = 17f'  				Right = 21f'  			};
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 26f'  				Bottom = 17f'  				Right = 21f'  			};
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 26f'  				Bottom = 17f'  				Right = 21f'  			};
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 26f'  				Bottom = 17f'  				Right = 21f'  			};
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var normalColor = UIColor.FromRGB (229' 229' 234);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var normalColor = UIColor.FromRGB (229' 229' 234);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var normalColor = UIColor.FromRGB (229' 229' 234);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var highlightedColor = UIColor.FromRGB (206' 206' 210);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var highlightedColor = UIColor.FromRGB (206' 206' 210);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,IncomingCell,The following statement contains a magic number: var highlightedColor = UIColor.FromRGB (206' 206' 210);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,Initialize,The following statement contains a magic number: var vSpaceTop = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.Top' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.Top' 1' 10);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,Initialize,The following statement contains a magic number: var vSpaceBottom = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.Bottom' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.Bottom' 1' -10);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,Initialize,The following statement contains a magic number: var msgLeading = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.Leading' NSLayoutRelation.GreaterThanOrEqual' BubbleImageView' NSLayoutAttribute.Leading' 1' 16);
Magic Number,Chat,IncomingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\IncomingCell.cs,Initialize,The following statement contains a magic number: var msgCenter = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.CenterX' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.CenterX' 1' 3);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 21f'  				Bottom = 17f'  				Right = 26f  			};
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 21f'  				Bottom = 17f'  				Right = 26f  			};
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 21f'  				Bottom = 17f'  				Right = 26f  			};
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var cap = new UIEdgeInsets {  				Top = 17f'  				Left = 21f'  				Bottom = 17f'  				Right = 26f  			};
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var normalColor = UIColor.FromRGB (43' 119' 250);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var normalColor = UIColor.FromRGB (43' 119' 250);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var normalColor = UIColor.FromRGB (43' 119' 250);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var highlightedColor = UIColor.FromRGB (32' 96' 200);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var highlightedColor = UIColor.FromRGB (32' 96' 200);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,OutgoingCell,The following statement contains a magic number: var highlightedColor = UIColor.FromRGB (32' 96' 200);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,Initialize,The following statement contains a magic number: var vSpaceTop = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.Top' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.Top' 1' 10);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,Initialize,The following statement contains a magic number: var vSpaceBottom = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.Bottom' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.Bottom' 1' -10);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,Initialize,The following statement contains a magic number: var msgTrailing = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.Trailing' NSLayoutRelation.LessThanOrEqual' BubbleImageView' NSLayoutAttribute.Trailing' 1' -16);
Magic Number,Chat,OutgoingCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\OutgoingCell.cs,Initialize,The following statement contains a magic number: var msgCenter = NSLayoutConstraint.Create (MessageLabel' NSLayoutAttribute.CenterX' NSLayoutRelation.Equal' BubbleImageView' NSLayoutAttribute.CenterX' 1' -3);
Magic Number,Chat,BubbleCell,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\Cells\BubbleCell.cs,Initialize,The following statement contains a magic number: MessageLabel = new UILabel {  				TranslatesAutoresizingMaskIntoConstraints = false'  				Lines = 0'  				PreferredMaxLayoutWidth = 220f  			};
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: TextView = new UITextView {  				TranslatesAutoresizingMaskIntoConstraints = false'  				BackgroundColor = InputBackgroundColor'  				ScrollIndicatorInsets = new UIEdgeInsets (CornerRadius' 0f' CornerRadius' 0f)'  				TextContainerInset = new UIEdgeInsets (4f' 2f' 4f' 2f)'  				ContentInset = new UIEdgeInsets (1f' 0f' 1f' 0f)'  				ScrollEnabled = true'  				ScrollsToTop = false'  				UserInteractionEnabled = true'  				Font = UIFont.SystemFontOfSize (16f)'  				TextAlignment = UITextAlignment.Natural'  				ContentMode = UIViewContentMode.Redraw  			};
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: TextView = new UITextView {  				TranslatesAutoresizingMaskIntoConstraints = false'  				BackgroundColor = InputBackgroundColor'  				ScrollIndicatorInsets = new UIEdgeInsets (CornerRadius' 0f' CornerRadius' 0f)'  				TextContainerInset = new UIEdgeInsets (4f' 2f' 4f' 2f)'  				ContentInset = new UIEdgeInsets (1f' 0f' 1f' 0f)'  				ScrollEnabled = true'  				ScrollsToTop = false'  				UserInteractionEnabled = true'  				Font = UIFont.SystemFontOfSize (16f)'  				TextAlignment = UITextAlignment.Natural'  				ContentMode = UIViewContentMode.Redraw  			};
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: TextView = new UITextView {  				TranslatesAutoresizingMaskIntoConstraints = false'  				BackgroundColor = InputBackgroundColor'  				ScrollIndicatorInsets = new UIEdgeInsets (CornerRadius' 0f' CornerRadius' 0f)'  				TextContainerInset = new UIEdgeInsets (4f' 2f' 4f' 2f)'  				ContentInset = new UIEdgeInsets (1f' 0f' 1f' 0f)'  				ScrollEnabled = true'  				ScrollsToTop = false'  				UserInteractionEnabled = true'  				Font = UIFont.SystemFontOfSize (16f)'  				TextAlignment = UITextAlignment.Natural'  				ContentMode = UIViewContentMode.Redraw  			};
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: TextView = new UITextView {  				TranslatesAutoresizingMaskIntoConstraints = false'  				BackgroundColor = InputBackgroundColor'  				ScrollIndicatorInsets = new UIEdgeInsets (CornerRadius' 0f' CornerRadius' 0f)'  				TextContainerInset = new UIEdgeInsets (4f' 2f' 4f' 2f)'  				ContentInset = new UIEdgeInsets (1f' 0f' 1f' 0f)'  				ScrollEnabled = true'  				ScrollsToTop = false'  				UserInteractionEnabled = true'  				Font = UIFont.SystemFontOfSize (16f)'  				TextAlignment = UITextAlignment.Natural'  				ContentMode = UIViewContentMode.Redraw  			};
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: TextView = new UITextView {  				TranslatesAutoresizingMaskIntoConstraints = false'  				BackgroundColor = InputBackgroundColor'  				ScrollIndicatorInsets = new UIEdgeInsets (CornerRadius' 0f' CornerRadius' 0f)'  				TextContainerInset = new UIEdgeInsets (4f' 2f' 4f' 2f)'  				ContentInset = new UIEdgeInsets (1f' 0f' 1f' 0f)'  				ScrollEnabled = true'  				ScrollsToTop = false'  				UserInteractionEnabled = true'  				Font = UIFont.SystemFontOfSize (16f)'  				TextAlignment = UITextAlignment.Natural'  				ContentMode = UIViewContentMode.Redraw  			};
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: var top = NSLayoutConstraint.Create (TextView' NSLayoutAttribute.Top' NSLayoutRelation.Equal' this' NSLayoutAttribute.Top' 1f' 7f);
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: var bot = NSLayoutConstraint.Create (TextView' NSLayoutAttribute.Bottom' NSLayoutRelation.Equal' this' NSLayoutAttribute.Bottom' 1f' -7f);
Magic Number,Chat,ChatInputView,D:\research\architectureSmells\repos\xamarin_monotouch-samples\Chat\Chat\ChatInput\ChatInputView.cs,ChatInputView,The following statement contains a magic number: var c2 = NSLayoutConstraint.Create (SendButton' NSLayoutAttribute.CenterY' NSLayoutRelation.Equal' this' NSLayoutAttribute.Bottom' 1f' -ToolbarMinHeight / 2);
