Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ActivityRings,AppDelegate,D:\research\architectureSmells\repos\xamarin_monotouch-samples\watchOS\ActivityRings\ActivityRings\AppDelegate.cs,ShouldRequestHealthAuthorization,The length of the statement  "					Console.WriteLine ($"You didn't allow HealthKit to access these read/write data types. In your app' try to handle this error gracefully when a user decides not to provide access. The error was: {error.LocalizedDescription}. If you're using a simulator' try it on a device."); " is 275.
