Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Cache' FFImageLoading,FFImageLoading.Cache.ImageCache' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Cache.ImageCache' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Cache' FFImageLoading.DataResolvers' FFImageLoading,FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Cache' FFImageLoading' FFImageLoading.Helpers' FFImageLoading,FFImageLoading.Cache.ImageCache' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Helpers.ScaleHelper,FFImageLoading.Cache.ImageCache' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Helpers.ScaleHelper
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Cache' FFImageLoading.DataResolvers' FFImageLoading' FFImageLoading.Helpers' FFImageLoading,FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Helpers.ScaleHelper,FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Helpers.ScaleHelper
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading' FFImageLoading.Work' FFImageLoading.Decoders' FFImageLoading.Work,FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.Decoders.BaseDecoder,FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.Decoders.BaseDecoder
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading' FFImageLoading.Cache' FFImageLoading.Work' FFImageLoading.Decoders' FFImageLoading.Work,FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.Decoders.BaseDecoder,FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.Decoders.BaseDecoder
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Helpers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Helpers' FFImageLoading,FFImageLoading.Helpers.ScaleHelper' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Helpers.ScaleHelper' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Helpers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Helpers' FFImageLoading.Work' FFImageLoading,FFImageLoading.Helpers.ScaleHelper' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Helpers.ScaleHelper' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Helpers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Helpers' FFImageLoading.Work' FFImageLoading' FFImageLoading.Cache' FFImageLoading,FFImageLoading.Helpers.ScaleHelper' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache,FFImageLoading.Helpers.ScaleHelper' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Work,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Work' FFImageLoading,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Work,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Work' FFImageLoading' FFImageLoading.Cache,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Work,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Work' FFImageLoading' FFImageLoading.Cache' FFImageLoading,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Work,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Work' FFImageLoading' FFImageLoading.Cache' FFImageLoading.DataResolvers' FFImageLoading,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver,FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Targets,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Targets' FFImageLoading,FFImageLoading.Targets.ImageTarget' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Targets.ImageTarget' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Targets,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Targets' FFImageLoading' FFImageLoading.Cache' FFImageLoading,FFImageLoading.Targets.ImageTarget' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache,FFImageLoading.Targets.ImageTarget' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Targets,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Targets' FFImageLoading' FFImageLoading.Cache' FFImageLoading.DataResolvers' FFImageLoading,FFImageLoading.Targets.ImageTarget' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver,FFImageLoading.Targets.ImageTarget' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions' FFImageLoading.Cache.ImageCache' FFImageLoading.DataResolvers.FileDataResolver
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Decoders,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Decoders' FFImageLoading.Work,FFImageLoading.Decoders.BaseDecoder' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>,FFImageLoading.Decoders.BaseDecoder' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>
Cyclic Dependency,FFImageLoading.Windows,FFImageLoading.Decoders,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: FFImageLoading.Decoders' FFImageLoading.Work' FFImageLoading,FFImageLoading.Decoders.BaseDecoder' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions,FFImageLoading.Decoders.BaseDecoder' FFImageLoading.Work.BitmapHolder' FFImageLoading.Work.PlatformImageLoaderTask<TImageView>' FFImageLoading.ImageService' FFImageLoading.TaskParameterPlatformExtensions
Unstable Dependency,FFImageLoading.Windows,FFImageLoading.Cache,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): FFImageLoading,FFImageLoading.Cache.ImageService,FFImageLoading.Cache.ImageService
Unstable Dependency,FFImageLoading.Windows,FFImageLoading.Helpers,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): FFImageLoading,FFImageLoading.Helpers.ImageService,FFImageLoading.Helpers.ImageService
Unstable Dependency,FFImageLoading.Windows,FFImageLoading.Work,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): FFImageLoading' FFImageLoading.Decoders,FFImageLoading.Work.ColorHolder' FFImageLoading.Work.BaseDecoder,FFImageLoading.Work.ColorHolder' FFImageLoading.Work.BaseDecoder
Unstable Dependency,FFImageLoading.Windows,FFImageLoading.Targets,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): FFImageLoading,FFImageLoading.Targets.ImageService,FFImageLoading.Targets.ImageService
Feature Concentration,FFImageLoading.Windows,FFImageLoading.Cache,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FFSourceBindingCache]' [IImageCache' ImageCache' WriteableBitmapLRUCache' LRUCache<TKey'TValue>' LRUCacheItem<K'V>]' [SimpleDiskCache]. LCC (Lack of Component Cohesion) = 0.43,FFImageLoading.Cache.FFSourceBindingCache' FFImageLoading.Cache.SimpleDiskCache,FFImageLoading.Cache.FFSourceBindingCache' FFImageLoading.Cache.IImageCache' FFImageLoading.Cache.ImageCache' FFImageLoading.Cache.LRUCache<TKey'TValue>' FFImageLoading.Cache.LRUCacheItem<K'V>' FFImageLoading.Cache.SimpleDiskCache' FFImageLoading.Cache.WriteableBitmapLRUCache
