Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Rosalia.FileSystem,FileList,D:\newReposJune17\rosaliafx_Rosalia\Src\Rosalia.FileSystem\FileList.cs,IncludeByFileName,The length of the statement  "	return Include (file => fileNames.Any (fileName => fileName.Equals (file.Name' StringComparison.InvariantCultureIgnoreCase))); " is 126.
Long Statement,Rosalia.FileSystem,FileSystemItem,D:\newReposJune17\rosaliafx_Rosalia\Src\Rosalia.FileSystem\FileSystemItem.cs,GetRelativePath,The length of the statement  "	return Uri.UnescapeDataString (baseItem.MakeRelativeUri (thisItem).ToString ().Replace ('/'' Path.DirectorySeparatorChar)); " is 123.
