Implementation smell,Namespace,Class,File,Method,Description
Missing Default,HelloWorldExtension,HelloWorldWriter,C:\repos\mono_mono-addins\Test\HelloWorldExtension\HelloWorldWriter.cs,Test,The following switch statement is missing a default case: switch (test) {  			case "currentAddin":  				return AddinManager.CurrentAddin.ToString ();  			}
