Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
JsonStringResult,0,1,0,0,1,8,1,0,0,0,0,0
NullJsonResult,0,1,0,0,1,16,3,0,0,0,0,0
TmcAjaxResponse,0,1,3,0,1,21,1,0,0,0,0,0
TmcDependencyResolver,0,2,0,0,2,12,2,0,0,0,1,0
TmcModelBinder,0,3,0,0,1,21,4,0,0,0,1,0
UTCDateTimeModelBinder,0,1,0,0,1,23,3,0,0,0,0,0
BaseController,0,0,0,0,0,3,0,0,0,0,0,0
DependencyRegistrar,0,1,1,0,1,43,1,0,1,0,31,0
WebWorkContext,2,1,2,0,1,32,1,0,1,1,2,0
AdminAuthorizeAttribute,1,3,0,0,2,43,10,0,0,0.67,3,0
TmcValidatorFactory,0,1,0,0,1,14,3,0,0,0,1,0
BackgroundStartupTask,0,1,1,0,1,37,1,0,1,0,0,0
DataSourceRequest,0,1,2,0,1,16,1,0,0,0,0,0
DataSourceResult,0,0,4,0,0,19,0,0,0,0,0,0
ModelStateExtensions,0,4,0,0,2,33,7,0,0,0,0,0
SiteMapNode,0,1,8,0,1,75,1,0,0,0,0,1
XmlSiteMap,0,5,1,0,2,102,18,0,0,0,3,0
BaseModel,0,2,0,0,2,9,2,1,0,0,0,1
BaseEntityModel,0,1,1,0,1,10,1,0,1,0,0,0
IRouteProvider,0,1,0,0,0,4,1,0,0,0,0,1
IRouteRegistrar,0,1,0,0,0,4,1,1,0,0,0,1
RouteRegistrar,1,2,0,0,2,24,2,0,1,0,2,1
AutofacJobFactory,1,3,0,0,3,15,3,0,0,0.67,0,1
IThemeContext,0,0,2,0,0,16,0,0,0,0,0,0
ThemeableVirtualPathProviderViewEngine,3,15,0,0,2,231,41,1,0,0.93,2,0
AreaAwareViewLocation,0,2,0,0,2,10,2,0,1,0,0,1
ViewLocation,1,2,0,0,2,12,2,1,0,0,0,1
TmcThemeableRazorViewEngine,0,3,0,0,1,106,3,0,1,0,0,0
