Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CaseInsensativeCompararer,0,2,0,0,2,11,2,0,0,0,0,1
DictionaryConfiguration,1,7,0,0,7,96,8,0,0,0.43,1,2
OAuthConfiguration,0,0,0,0,0,3,0,0,0,0,0,0
OAuthStore,3,3,4,0,2,83,3,0,0,1,2,1
IOAuthClient,0,2,1,0,0,29,2,1,0,0,0,1
IOAuthFactory,0,3,0,0,0,20,3,1,0,0,0,1
ITokenRepository,0,3,0,0,0,24,3,1,0,0,0,2
UserData,0,0,5,0,0,23,0,0,0,0,0,3
OAuthConstants,2,0,0,2,0,14,0,0,0,0,0,1
OAuthErrors,0,0,0,0,0,18,0,0,0,0,0,1
DynamicJsonConverter,0,2,1,0,2,175,3,0,0,0,0,1
OAuthHelper,0,5,0,0,5,55,7,0,0,0,1,3
DefaultOAuthFactory,1,3,0,0,3,33,3,0,1,0,2,0
DefaultTokenRepository,1,4,0,0,3,55,5,0,1,0.25,1,0
OAuth2Urls,0,1,3,0,1,49,1,0,0,0,0,5
OAuthClientBase,5,11,3,0,4,219,22,4,1,0.82,7,0
FacebookClient,1,1,2,0,1,39,1,0,2,0,1,0
GooglePlusClient,1,3,2,0,1,58,3,0,2,0,1,0
LinkedInClient,1,5,2,0,2,92,5,0,2,0,3,0
YammerClient,1,3,2,0,2,64,3,0,2,0,3,0
