Implementation smell,Namespace,Class,File,Method,Description
Long Statement,simple.oauth2,OAuthClientBase,C:\repos\mknayak_simple-oauth2\simple.oauth2\library\OAuthClientBase.cs,Validate,The length of the statement  "		throw new ArgumentException (string.Format ("ERRORCODE:{0}'ERROR:{1}"' (int)OAuthErrors.StateMissing' "State is required.")); " is 125.
Long Statement,simple.oauth2,OAuthClientBase,C:\repos\mknayak_simple-oauth2\simple.oauth2\library\OAuthClientBase.cs,Validate,The length of the statement  "		throw new ArgumentException (string.Format ("ERRORCODE:{0}'ERROR:{1}"' (int)OAuthErrors.VerifyCodeMissing' "VerifyCode is missing.")); " is 134.
Long Statement,simple.oauth2,OAuthClientBase,C:\repos\mknayak_simple-oauth2\simple.oauth2\library\OAuthClientBase.cs,Validate,The length of the statement  "			throw new ArgumentException (string.Format ("ERRORCODE:{0}'ERROR:{1}"' (int)OAuthErrors.UnableToVerify' "unable to verify the request origin.")); " is 145.
