Method,LOC,CC,PC
ExtendedQueryParameters:ExtendedQueryParameters,13,1,0
ExtendedQueryParameters:ToTridionQuery,123,12,0
KeywordItem:KeywordItem,4,1,2
MetaQueryItem:MetaQueryItem,2,1,2
MetaQueryItem:MetaQueryItem,5,1,3
ITridionQueryWrapper:ToTridionQuery,0,1,0
TridionBinaryProvider:GetTridionComponentMetaFactory,10,2,1
TridionBinaryProvider:GetBinaryByUri,5,1,1
TridionBinaryProvider:GetBinaryByUrl,25,3,1
TridionBinaryProvider:GetLastPublishedDateByUrl,18,3,1
TridionBinaryProvider:GetLastPublishedDateByUri,5,1,1
TridionBinaryProvider:GetBinaryStreamByUri,3,1,1
TridionBinaryProvider:GetBinaryStreamByUrl,19,1,1
TridionBinaryProvider:GetUrlForUri,4,1,1
SqlReaderStream:SqlReaderStream,4,1,2
SqlReaderStream:Read,5,1,3
SqlReaderStream:Flush,3,1,0
SqlReaderStream:Seek,3,1,2
SqlReaderStream:SetLength,3,1,1
SqlReaderStream:Write,3,1,3
SqlReaderStream:Dispose,8,2,1
TridionComponentProvider:TridionComponentProvider,6,1,0
TridionComponentProvider:GetContent,47,10,2
TridionComponentProvider:GetContentMultiple,10,1,1
TridionComponentProvider:FindComponents,6,2,1
TridionComponentProvider:GetLastPublishedDate,5,1,1
TridionComponentProvider:GetComponentMetaFactory,12,2,1
TridionComponentProvider:GetComponentPresentationFactory,12,2,1
TridionLinkProvider:GetComponentLink,12,2,1
TridionLinkProvider:ResolveLink,3,1,1
TridionLinkProvider:ResolveLink,15,3,3
TridionLinkProvider:Dispose,18,5,1
TridionLinkProvider:Dispose,4,1,0
TridionPageProvider:GetAllPublishedPageUrls,42,6,2
TridionPageProvider:GetContentByUrl,28,3,1
TridionPageProvider:GetContentByUri,5,1,1
TridionPageProvider:GetLastPublishedDateByUrl,15,2,1
TridionPageProvider:GetLastPublishedDateByUri,10,2,1
TridionPageProvider:GetPageMetaFactory,12,2,1
TridionTaxonomyProvider:GetKeyword,52,4,2
TridionTaxonomyProvider:Dispose,10,3,1
TridionTaxonomyProvider:Dispose,4,1,0
TridionTaxonomyProvider:recursive,22,4,2
