Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AbsExport,0,4,4,0,0,31,4,2,0,0,1,4
AbsImport,1,8,8,0,0,71,9,1,0,0.88,1,2
FrmChooseReaders,2,7,0,0,1,75,17,0,0,0.71,3,1
ConverterGuiADE,7,16,0,0,1,256,41,0,0,0.82,6,1
ConverterGuiMantano,12,22,0,0,1,373,53,0,0,0.88,6,1
ExportRowParams,0,0,12,0,0,51,0,0,0,0,0,4
ExportToADE,4,4,0,0,0,97,9,0,1,0.5,1,2
ExportToMantano,2,12,1,0,0,187,47,0,1,0.79,2,2
ImportFromSonyPRST,3,8,1,0,0,134,28,0,1,0.79,2,2
Program,0,1,0,0,0,10,1,0,0,0,1,0
Settings,1,0,3,0,0,33,0,0,0,0,0,0
Utils,0,4,0,0,0,61,9,0,0,0,0,4
