Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,TradeAge.Client.Logic,TradeAge.Client.Logic.Controller,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: TradeAge.Client.Logic.Controller' TradeAge.Client.Logic.Controller.Login,TradeAge.Client.Logic.Controller.GameController' TradeAge.Client.Logic.Controller.Login.LoginController,TradeAge.Client.Logic.Controller.GameController' TradeAge.Client.Logic.Controller.Login.LoginController
Cyclic Dependency,TradeAge.Client.Logic,TradeAge.Client.Logic.Controller.Login,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: TradeAge.Client.Logic.Controller.Login' TradeAge.Client.Logic.Controller' TradeAge.Client.Logic.Controller.Scene' TradeAge.Client.Logic.Controller,TradeAge.Client.Logic.Controller.Login.LoginController' TradeAge.Client.Logic.Controller.GameController' TradeAge.Client.Logic.Controller.Scene.SceneController,TradeAge.Client.Logic.Controller.Login.LoginController' TradeAge.Client.Logic.Controller.GameController' TradeAge.Client.Logic.Controller.Scene.SceneController
Cyclic Dependency,TradeAge.Client.Logic,TradeAge.Client.Logic.Controller.Scene,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: TradeAge.Client.Logic.Controller.Scene' TradeAge.Client.Logic.Controller,TradeAge.Client.Logic.Controller.Scene.SceneController' TradeAge.Client.Logic.Controller.GameController,TradeAge.Client.Logic.Controller.Scene.SceneController' TradeAge.Client.Logic.Controller.GameController
Feature Concentration,TradeAge.Client.Logic,TradeAge.Client.Logic.Controller.Scene,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SceneController' ControllerPacketHandler' SimplePlayerReadProxy]' [PlayerPostionChangeEventArgs]' [SpriteEnterEventArgs]' [SpriteMoveEventArgs]' [SpriteLeaveEventArgs]. LCC (Lack of Component Cohesion) = 0.71,TradeAge.Client.Logic.Controller.Scene.PlayerPostionChangeEventArgs' TradeAge.Client.Logic.Controller.Scene.SpriteEnterEventArgs' TradeAge.Client.Logic.Controller.Scene.SpriteMoveEventArgs' TradeAge.Client.Logic.Controller.Scene.SpriteLeaveEventArgs,TradeAge.Client.Logic.Controller.Scene.SceneController' TradeAge.Client.Logic.Controller.Scene.ControllerPacketHandler' TradeAge.Client.Logic.Controller.Scene.SimplePlayerReadProxy' TradeAge.Client.Logic.Controller.Scene.PlayerPostionChangeEventArgs' TradeAge.Client.Logic.Controller.Scene.SpriteEnterEventArgs' TradeAge.Client.Logic.Controller.Scene.SpriteMoveEventArgs' TradeAge.Client.Logic.Controller.Scene.SpriteLeaveEventArgs
