Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SportsStore.Domain.Concrete,EmailOrderProcessor,C:\repos\MatthewPadden_SportsStore\SportsStore.Domain\Concrete\EmailOrderProcessor.cs,ProcessOrder,The length of the statement  "		StringBuilder body = new StringBuilder ().AppendLine ("A new order has been submitted").AppendLine ("---").AppendLine ("Items:"); " is 129.
Long Statement,SportsStore.Domain.Concrete,EmailOrderProcessor,C:\repos\MatthewPadden_SportsStore\SportsStore.Domain\Concrete\EmailOrderProcessor.cs,ProcessOrder,The length of the statement  "		body.AppendFormat ("Total order value: {0:c}\n"' cart.ComputeTotalValue ()).AppendLine ("---").AppendLine ("Ship to:").AppendLine (shippingInfo.Name).AppendLine (shippingInfo.Line1).AppendLine (shippingInfo.Line2 ?? "").AppendLine (shippingInfo.Line3 ?? "").AppendLine (shippingInfo.City).AppendLine (shippingInfo.State).AppendLine (shippingInfo.Country).AppendLine (shippingInfo.Zip).AppendLine ("---").AppendFormat ("Gift wrap: {0}"' shippingInfo.GifWrap ? "Yes" : "No"); " is 473.
