Namespace,Type,Method,LOC,CC,PC
TfsHipChat.Configuration,ConfigurationProvider,Validate,20,1,0
TfsHipChat.Configuration,ConfigurationProvider,ReadConfig,6,1,1
TfsHipChat.Configuration,IConfigurationProvider,Validate,0,1,0
TfsHipChat.Configuration,TeamProjectMapping,TeamProjectMapping,4,1,2
TfsHipChat,HipChatNotifier,HipChatNotifier,8,1,1
TfsHipChat,HipChatNotifier,SendCheckinNotification,7,1,2
TfsHipChat,HipChatNotifier,SendBuildFailedNotification,7,1,2
TfsHipChat,HipChatNotifier,SendBuildSuccessNotification,7,1,2
TfsHipChat,IEventService,Notify,0,1,2
TfsHipChat,INotificationHandler,HandleCheckin,0,1,1
TfsHipChat,INotificationHandler,HandleBuildCompletion,0,1,1
TfsHipChat,IHipChatNotifier,SendCheckinNotification,0,1,2
TfsHipChat,IHipChatNotifier,SendBuildFailedNotification,0,1,2
TfsHipChat,IHipChatNotifier,SendBuildSuccessNotification,0,1,2
TfsHipChat,NotificationHandler,NotificationHandler,4,1,2
TfsHipChat,NotificationHandler,HandleCheckin,11,3,1
TfsHipChat,NotificationHandler,HandleBuildCompletion,22,4,1
TfsHipChat,NotificationHandler,FindTeamProjectMapping,5,1,1
TfsHipChat,NotificationHandler,IsNotificationSubscribedTo,4,1,2
TfsHipChat,TfsHipChatEventService,TfsHipChatEventService,3,1,1
TfsHipChat,TfsHipChatEventService,Notify,26,5,2
TfsHipChat,TfsHipChatEventService,ConvertToBuildCompletionEvent,22,1,1
TfsHipChat,TfsHipChatEventService,ConvertToBuildCompletionEvent,19,1,1
TfsHipChat,TfsHipChatEventService,DeserializeXmlToType,7,1,1
TfsHipChat.Tfs.Events,BuildCompletionEvent,GetRequestedByName,4,1,0
TfsHipChat.Tfs.Events,CheckinEvent,GetChangesetUrl,5,1,0
TfsHipChat.Tfs.Events,CheckinEvent,GetCommitterName,8,2,0
TfsHipChat.Tfs.Events,QueuedBuild,QueuedBuild,3,1,0
TfsHipChat.Tfs,IUserNameFormatter,Valid,0,1,1
TfsHipChat.Tfs,IUserNameFormatter,ToDisplayName,0,1,1
TfsHipChat.Tfs,StandardDomainUserNameFormatter,Valid,3,1,1
TfsHipChat.Tfs,StandardDomainUserNameFormatter,ToDisplayName,9,2,1
