Architecture smell,Project,Namespace,Cause
Cyclic Dependency,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: OneKeyToWin_AIO_Sebby' OneKeyToWin_AIO_Sebby.Core' SebbyLib
Cyclic Dependency,OneKeyToWin_AIO_Sebby,SebbyLib,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: SebbyLib' SebbyLib.Movement
Unstable Dependency,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SebbyLib.Prediction
Unstable Dependency,OneKeyToWin_AIO_Sebby,SebbyLib,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SebbyLib.Movement' OneKeyToWin_AIO_Sebby.Core
God Component,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Champions,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 44
Feature Concentration,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Champions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Ahri]' [Blitzcrank]' [Brand]' [Braum]' [Corki]' [Darius]' [Draven]' [Evelynn]' [Jhin]' [Karthus]' [Kayle]' [Kindred]' [Lux]' [Malzahar]' [Morgana]' [Jayce]' [Swain]' [Syndra]' [Teemo]' [Thresh]' [Tristana]' [TwistedFate]' [Twitch]' [Varus]' [Vayne]' [Velkoz]' [Xerath]' [Ziggs]' [Anivia]' [Annie]' [Ashe]' [Caitlyn]' [Ekko]' [Ezreal]' [Graves]' [Jinx]' [Kalista]' [KogMaw]' [MissFortune]' [Orianna]' [Lucian]' [Quinn]' [Sivir]' [Urgot]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Core,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AutoLvlUp]' [ImageLoader' OKTWdraws' OKTWward' ChampionInfo' OKTWtracker' OktwNotification' HiddenObj]' [MissileReturn]' [OKTWdash]' [OKTWlab]' [OktwTs]. LCC (Lack of Component Cohesion) = 0.5
Scattered Functionality,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Champions,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: SebbyLib' OneKeyToWin_AIO_Sebby.Core' OneKeyToWin_AIO_Sebby
Scattered Functionality,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Champions,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: OneKeyToWin_AIO_Sebby' SebbyLib
Scattered Functionality,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Champions,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: OneKeyToWin_AIO_Sebby.Core' SebbyLib
Scattered Functionality,OneKeyToWin_AIO_Sebby,OneKeyToWin_AIO_Sebby.Core,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: SebbyLib' OneKeyToWin_AIO_Sebby
