Method,LOC,CC,PC
MarkDownExtensions:ReOrderXMLElements,30,8,1
MarkDownExtensions:ConstructReturnType,29,5,1
MarkDownExtensions:MarkDownFormat,23,10,2
MarkDownExtensions:ConstructUrl,9,2,2
MarkDownExtensions:ReplaceSpecialCharacters,6,1,3
Helper:CreateDocsFolder,13,3,0
Helper:GenerateDocYaml,24,7,0
Helper:HandleConstructors,22,4,1
Helper:HandleGenerics,21,4,1
Helper:DocRootPath,3,1,0
MarkDownLibrary:GenerateMarkdownDocumentForType,35,2,3
MarkDownLibrary:GenerateMarkDownForConstructors,22,5,3
MarkDownLibrary:GenerateMarkDownForMethods,32,6,3
MarkDownLibrary:GenerateMarkDownForProperties,28,7,3
MarkDownLibrary:GenerateMarkDownForEvents,21,5,3
MarkDownLibrary:ConvertGenericParameterName,24,12,2
MarkDownLibrary:GetMarkdownForMethod,3,1,2
MarkDownLibrary:GetMarkdownForType,4,1,2
MarkDownLibrary:GetMarkdownForProperty,3,1,2
MarkDownLibrary:GetMarkdownForEvent,3,1,2
MarkDownLibrary:GetMarkdownForMember,7,2,2
MarkDownLibrary:GetAllNamespacesInAssemblyWithPublicMembers,3,1,1
XmlToMarkdown:CheckAndAppendStability,8,2,2
XmlToMarkdown:ConvertGenericParameters,49,7,3
XmlToMarkdown:ToMarkDown,70,41,1
XmlToMarkdown:ToMarkDown,3,1,1
XmlToMarkdown:ToTableMarkDown,3,1,1
XmlToMarkdown:NodeMarkDown,3,1,1
XmlToMarkdown:ToCodeBlock,7,1,1
XmlToMarkdown:ToClassString,12,3,1
Program:Main,24,5,1
