Project,Namespace,Ca types,Ce types
modular_input,Splunk.Examples.ModularInputs,,Splunk.ModularInputs.Stanza' Splunk.ModularInputs.InputDefinition' Splunk.ModularInputs.SystemLogger' Splunk.ModularInputs.EventStreamWriter' Splunk.ModularInputs.ConfigurationItem' Splunk.ModularInputs.ValidationItems
