Architecture smell,Project,Namespace,Cause
Unstable Dependency,StravaDotNet,Strava.Activities,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Strava.Segments
Unstable Dependency,StravaDotNet,Strava.Athletes,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Strava.Clubs
Unstable Dependency,StravaDotNet,Strava.Http,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Strava.Api
Unstable Dependency,StravaDotNet,Strava.Upload,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Strava.Clients
Ambiguous Interface,StravaDotNet,Strava.Common,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: Coordinate
Feature Concentration,StravaDotNet,Strava.Activities,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Activity' ActivitySummary' ActivityType' Map' Summary' ActivityLap' ActivityMeta' ActivityReceivedEventArgs]' [ActivityParameter]' [ActivityZone' DistributionBucket]' [Comment]' [Leaderboard' LeaderboardEntry]' [LeaderboardParameter]' [Photo]' [ResourceState]' [ClimbCategory]' [ExplorerResult' ExplorerSegment]. LCC (Lack of Component Cohesion) = 0.5
Feature Concentration,StravaDotNet,Strava.Authentication,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthCodeReceivedEventArgs]' [AccessToken' LocalWebServer' WebAuthentication' IAuthentication' StaticAuthentication' Scope]' [TokenReceivedEventArgs]. LCC (Lack of Component Cohesion) = 0.38
Feature Concentration,StravaDotNet,Strava.Common,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Coordinate' PolylineDecoder]' [Dimension]' [MapType]' [Unmarshaller]' [Framework]. LCC (Lack of Component Cohesion) = 0.83
Feature Concentration,StravaDotNet,Strava.Streams,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SegmentEffortStream' StreamType' ActivityStream' SegmentStream]' [SegmentStreamType]' [StreamResolution]. LCC (Lack of Component Cohesion) = 0.5
Feature Concentration,StravaDotNet,Strava.Upload,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CheckStatus' UploadStatusCheck' CurrentUploadStatus' UploadStatus' UploadStatusCheckedEventArgs]' [DataFormat]' [FileExtension]. LCC (Lack of Component Cohesion) = 0.43
Scattered Functionality,StravaDotNet,Strava.Clients,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Strava.Filters' Strava.Http
