Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Albedo,Constructors,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Constructors.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must be a NewExpression. The code block supplied should construct an new instance.\nExample: () => new Foo()."' "constructorSelector"); " is 186.
Long Statement,Albedo,Fields<T>,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Fields.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must be a MemberExpression. The code block supplied should identify a field.\nExample: x => x.Bar."' "fieldSelector"); " is 169.
Long Statement,Albedo,Fields<T>,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Fields.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must identify a field' not a property or other member."' "fieldSelector"); " is 125.
Long Statement,Albedo,Fields,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Fields.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must be a MemberExpression. The code block supplied should identify a field.\nExample: () => Foo.Bar."' "fieldSelector"); " is 172.
Long Statement,Albedo,Fields,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Fields.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must identify a field' not a property or other member."' "fieldSelector"); " is 125.
Long Statement,Albedo,Methods<T>,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Methods.cs,SelectImpl,The length of the statement  "                throw new ArgumentException("The expression's body must be a MethodCallExpression. The code block supplied should invoke a method.\nExample: x => x.Foo()."' "methodSelector"); " is 175.
Long Statement,Albedo,Methods,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Methods.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must be a MethodCallExpression. The code block supplied should invoke a method.\nExample: () => Foo.Bar()."' "methodSelector"); " is 178.
Long Statement,Albedo,Properties<T>,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Properties.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must be a MemberExpression. The code block supplied should identify a property.\nExample: x => x.Bar."' "propertySelector"); " is 175.
Long Statement,Albedo,Properties<T>,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Properties.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must identify a property' not a field or other member."' "propertySelector"); " is 128.
Long Statement,Albedo,Properties,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Properties.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must be a MemberExpression. The code block supplied should identify a property.\nExample: () => Foo.Bar."' "propertySelector"); " is 178.
Long Statement,Albedo,Properties,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Properties.cs,Select,The length of the statement  "                throw new ArgumentException("The expression's body must identify a property' not a field or other member."' "propertySelector"); " is 128.
Long Statement,Albedo,ValueCollectingVisitor,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\ValueCollectingVisitor.cs,Visit,The length of the statement  "            throw new NotSupportedException("Collecting values from an entire assembly is not supported. ValueCollectingVisitor collect values from a single object (the 'target')' and the values collected must correspond to fields or properties on that object. Attempting to collect values from an entire Assembly is meaningless' because an Assembly normally defines more than a single type. In the rare case where you have an assembly with only a single type' use the Visit(TypeElement) overload instead."); " is 496.
Long Statement,Albedo.Refraction,Conversions,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\Refraction\Conversions.cs,ToReflectionElement,The length of the statement  "                throw new ArgumentException("The supplied conversion candidate is not a Reflection object. Only Reflection objects' like Type' PropertyInfo' ParameterInfo' etc. are supported by the ToReflectionElement method. If you need a weaker' but more robust conversion' please use the AsReflectionElement method."' "source"); " is 315.
Magic Number,Albedo,NullReflectionElement,C:\research\architectureSmells\repos\ploeh_Albedo\Src\Albedo\NullReflectionElement.cs,GetHashCode,The following statement contains a magic number: return 64506597;
