Method,LOC,CC,PC
GuildWars2Events:GuildWars2Events,9,1,2
GuildWars2Events:Start,4,1,0
GuildWars2Events:Stop,4,1,0
GuildWars2Events:GetEvents,19,2,0
Program:Main,22,1,5
GuildWarsController:GuildWarsController,25,7,0
GuildWarsController:GetMapNames,8,2,0
GuildWarsController:GetEventNames,8,2,0
GuildWarsController:GetWorlds,8,2,0
GuildWarsController:Update,30,6,0
