Implementation smell,Namespace,Class,File,Method,Description
Long Identifier,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,,The length of the parameter button_MessageWithCaptionAndButton is 34.
Long Identifier,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,,The length of the parameter button_MessageWithCaptionAndButtonNew is 37.
Long Identifier,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,,The length of the parameter button_MessageWithCaptionButtonImage is 36.
Long Identifier,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,,The length of the parameter button_MessageWithCaptionButtonImageNew is 39.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,button_StandardMessage_Click,The length of the statement  "            MessageBox.Show("Hello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\n"); " is 182.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,button_StandardMessageNew_Click,The length of the statement  "            CustomMessageBox.Show("Hello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\nHello World!\nHello World\n"); " is 188.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/CustomMessageBoxDemo;component/mainwindow.xaml"' System.UriKind.Relative); " is 120.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The length of the statement  "            this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click); " is 122.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The length of the statement  "            this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click); " is 134.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The length of the statement  "            this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click); " is 140.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The length of the statement  "            this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click); " is 138.
Long Statement,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The length of the statement  "            this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click); " is 144.
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
Magic Number,CustomMessageBoxDemo,MainWindow,C:\repos\evanwon_WPFCustomMessageBox\source\CustomMessageBoxDemo\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 5 "..\..\..\MainWindow.xaml"              ((CustomMessageBoxDemo.MainWindow)(target)).Loaded += new System.Windows.RoutedEventHandler(this.Window_Loaded);                            #line default              #line hidden              return;              case 2:              this.button_StandardMessage = ((System.Windows.Controls.Button)(target));                            #line 7 "..\..\..\MainWindow.xaml"              this.button_StandardMessage.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessage_Click);                            #line default              #line hidden              return;              case 3:              this.button_StandardMessageNew = ((System.Windows.Controls.Button)(target));                            #line 8 "..\..\..\MainWindow.xaml"              this.button_StandardMessageNew.Click += new System.Windows.RoutedEventHandler(this.button_StandardMessageNew_Click);                            #line default              #line hidden              return;              case 4:              this.button_MessageWithCaption = ((System.Windows.Controls.Button)(target));                            #line 9 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaption.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaption_Click);                            #line default              #line hidden              return;              case 5:              this.button_MessageWithCaptionNew = ((System.Windows.Controls.Button)(target));                            #line 10 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionNew_Click);                            #line default              #line hidden              return;              case 6:              this.button_MessageWithCaptionAndButton = ((System.Windows.Controls.Button)(target));                            #line 12 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButton.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButton_Click);                            #line default              #line hidden              return;              case 7:              this.button_MessageWithCaptionAndButtonNew = ((System.Windows.Controls.Button)(target));                            #line 13 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionAndButtonNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionAndButtonNew_Click);                            #line default              #line hidden              return;              case 8:              this.button_MessageWithCaptionButtonImage = ((System.Windows.Controls.Button)(target));                            #line 14 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImage.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImage_Click);                            #line default              #line hidden              return;              case 9:              this.button_MessageWithCaptionButtonImageNew = ((System.Windows.Controls.Button)(target));                            #line 15 "..\..\..\MainWindow.xaml"              this.button_MessageWithCaptionButtonImageNew.Click += new System.Windows.RoutedEventHandler(this.button_MessageWithCaptionButtonImageNew_Click);                            #line default              #line hidden              return;              case 10:              this.textBlock1 = ((System.Windows.Controls.TextBlock)(target));              return;              case 11:              this.button1 = ((System.Windows.Controls.Button)(target));                            #line 19 "..\..\..\MainWindow.xaml"              this.button1.Click += new System.Windows.RoutedEventHandler(this.button1_Click);                            #line default              #line hidden              return;              }
