Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BaseConverter,1,4,0,0,4,374,14,0,0,0,0,13
ByteStreamReader,2,6,5,0,6,76,18,0,0,0.5,0,1
CircularBuffer,5,15,3,0,14,365,28,0,0,0.65,0,4
LibC,0,9,0,0,9,183,34,0,0,0,0,1
LinkedListEntry,3,0,0,3,0,6,0,0,0,0,0,3
LinkedList,0,6,0,0,6,55,6,0,0,0,1,1
String255,4,17,0,2,17,178,25,0,0,0.82,1,1
ISubtractor,0,1,0,0,0,11,1,4,0,0,0,1
Subtractor,4,0,4,0,0,27,0,0,0,0,4,0
Int64Subtractor,0,1,0,0,1,10,1,0,1,0,0,1
Int32Subtractor,0,1,0,0,1,10,1,0,1,0,0,1
DoubleSubtractor,0,1,0,0,1,10,1,0,1,0,0,1
FloatSubtractor,0,1,0,0,1,10,1,0,1,0,0,1
IDeltaValue,0,1,2,0,0,10,1,2,0,0,0,0
DeltaValue,3,2,2,0,2,27,2,0,1,0,1,0
Int64Delta,2,3,2,0,3,30,3,0,1,0.33,0,2
EnumComparer,3,8,0,1,2,108,8,0,0,0,0,0
FreeList,2,4,2,0,3,55,8,0,0,0.38,0,1
IdGenerator,4,5,1,0,5,75,6,0,0,0.65,0,2
IResettable,0,1,0,0,0,4,1,0,0,0,0,0
Logging,1,3,0,0,2,34,5,0,0,0,0,23
Tokenizer,2,8,1,0,8,181,39,0,0,0.19,0,1
Utils,10,93,0,9,92,1296,213,0,0,1,0,61
WeakReference,1,2,3,0,2,29,2,0,0,0.5,0,3
WorkQueue,8,18,7,0,15,495,26,0,0,0.84,1,10
Message,1,0,1,0,0,12,0,1,0,0,0,1
ActionMessage,1,1,1,0,1,13,1,0,1,0,0,1
MessageQueueListener,2,1,2,0,1,20,1,0,0,0,0,4
MessageQueue,2,6,0,0,6,46,6,0,0,0.58,3,3
SecuredHandleTableEntry,1,2,1,0,2,28,2,0,1,0,0,0
SecuredHandleTable,0,0,0,0,0,6,0,0,0,0,0,0
OutOfOrderException,0,1,0,0,1,9,1,0,0,0,0,1
DelayedReleasePool,4,8,2,0,5,142,13,0,1,0.69,2,1
HandleTableEntry,2,0,2,0,0,21,0,1,0,0,1,0
HandleTable,0,0,0,0,0,6,0,0,0,0,0,0
BaseObject,14,15,10,0,13,457,29,23,1,0.82,1,4
IRefCounted,0,7,0,0,0,44,7,1,0,0,0,1
SettingDefaultAttribute,1,1,1,0,1,27,1,0,0,0,0,1
SettingsBase,5,11,1,0,5,211,14,1,0,0.73,2,0
ISettingsStore,0,4,0,0,0,34,4,2,0,0,0,2
VolatileSettingsStore,0,4,0,0,4,20,4,0,1,0,0,0
XmlFileSettingsStore,7,7,1,0,5,113,9,0,1,0.57,0,0
FairResourceLock,14,26,3,0,13,861,94,0,1,0.77,3,0
FastEvent,5,9,1,0,7,189,23,0,0,0.53,1,3
FastLock,3,5,0,0,5,64,14,0,0,0.4,2,0
FastMutex,1,5,0,0,5,77,5,0,0,0.2,0,0
FastResourceLock,16,16,4,0,14,630,66,0,1,0.72,2,3
Interlocked2,0,1,0,0,1,14,2,0,0,0,0,0
IResourceLock,0,6,0,0,0,29,6,2,0,0,0,0
NativeMethods,6,10,0,6,10,33,10,0,0,1,0,5
RundownProtection,5,7,2,0,7,154,15,0,0,0.43,1,0
ActionSync,3,3,1,0,3,58,5,0,0,0,0,2
SemaphorePair,3,8,1,0,8,46,8,0,0,0.54,0,1
SpinLock,1,3,0,0,3,56,8,0,0,0.33,1,1
FastStack,2,5,1,0,4,71,12,0,0,0.6,0,0
WaitableQueue,2,11,1,0,10,83,12,0,0,0.41,1,0
ThreadTask,5,5,4,0,4,66,9,0,0,0.6,0,3
ColumnHeaderExtensions,6,3,0,0,1,55,12,0,0,0.67,0,0
ISortedListViewComparer,0,1,0,0,0,4,1,1,0,0,0,1
SortedListViewComparer,10,8,10,0,3,245,18,0,0,0.72,1,16
