Implementation smell,Namespace,Class,File,Method,Description
Long Statement,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The length of the statement  "                g.DrawString(codes[i]' DefaultFont' brush' rects[i]' new StringFormat {Alignment = StringAlignment.Center' LineAlignment = StringAlignment.Center}); " is 148.
Long Statement,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,InitializeComponent,The length of the statement  "            this.splitContainer1.Panel2.MouseClick += new System.Windows.Forms.MouseEventHandler(this.splitContainer1_Panel2_MouseClick); " is 125.
Long Statement,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,InitializeComponent,The length of the statement  "            this.label1.Font = new System.Drawing.Font("Microsoft Sans Serif"' 15.75F' System.Drawing.FontStyle.Regular' System.Drawing.GraphicsUnit.Point' ((byte)(0))); " is 157.
Long Statement,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,InitializeComponent,The length of the statement  "            this.btnClearLines.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Right))); " is 149.
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: var right = new RectangleF(2 * width3' 0' width3' height);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: c = Color.FromArgb(opacity' 0' 255' 0);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: var bottom = new RectangleF(0' 2 * height3' width' height3);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: g.DrawLine(Pens.Gray' 2 * width3' 0' 2 * width3' height);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: g.DrawLine(Pens.Gray' 2 * width3' 0' 2 * width3' height);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: g.DrawLine(Pens.Gray' 0' 2 * height3' width' 2 * height3);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: g.DrawLine(Pens.Gray' 0' 2 * height3' width' 2 * height3);
Magic Number,CohenSutherlandExample,Form1,C:\repos\ericrrichards_dx11\DX11\CohenSunderlandExample\Form1.cs,splitContainer1_Panel2_Paint,The following statement contains a magic number: var rects = new[] {                  new RectangleF(0'0' width3' height3)'                  new RectangleF(width3' 0' width3' height3)'                  new RectangleF(2*width3' 0' width3' height3)'                     new RectangleF(0'height3' width3' height3)'                  new RectangleF(width3' height3' width3' height3)'                  new RectangleF(2*width3' height3' width3' height3)'                    new RectangleF(0'2*height3' width3' height3)'                  new RectangleF(width3' 2*height3' width3' height3)'                  new RectangleF(2*width3' 2*height3' width3' height3)              };
