Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WhiteForegroundIssue,MainWindow,C:\repos\cplotts_snoopwpf\TestHarnesses\WhiteForegroundIssue\MainWindow.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/WhiteForegroundIssue;component/mainwindow.xaml"' System.UriKind.Relative); " is 120.
Missing Default,WhiteForegroundIssue,MainWindow,C:\repos\cplotts_snoopwpf\TestHarnesses\WhiteForegroundIssue\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:                            #line 18 "..\..\..\MainWindow.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Button_Click);                            #line default              #line hidden              return;              }
