Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ManagedInjectorLauncher,Program,F:\newReposMay17\cplotts_snoopwpf\ManagedInjectorLauncher\Program.cs,CheckInjectedStatus,The length of the statement  "		Injector.LogMessage (string.Format ("Successfully injected Snoop for process {0} (PID = {1})"' process.ProcessName' process.Id)' true); " is 135.
Long Statement,ManagedInjectorLauncher,Program,F:\newReposMay17\cplotts_snoopwpf\ManagedInjectorLauncher\Program.cs,CheckInjectedStatus,The length of the statement  "		Injector.LogMessage (string.Format ("Failed to inject for process {0} (PID = {1})"' process.ProcessName' process.Id)' true); " is 124.
