Implementation smell,Namespace,Class,File,Method,Description
Magic Number,MultipleDispatchers,MainWindow,C:\repos\cplotts_snoopwpf\TestHarnesses\MultipleDispatchers\MainWindow.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.dispatcherLaunchButton = ((System.Windows.Controls.Button)(target));                            #line 20 "..\..\..\MainWindow.xaml"              this.dispatcherLaunchButton.Click += new System.Windows.RoutedEventHandler(this.dispatcherLaunchButton_Click);                            #line default              #line hidden              return;              case 2:              this.noDispatcherLaunchButton = ((System.Windows.Controls.Button)(target));                            #line 28 "..\..\..\MainWindow.xaml"              this.noDispatcherLaunchButton.Click += new System.Windows.RoutedEventHandler(this.noDispatcherLaunchButton_Click);                            #line default              #line hidden              return;              }
Missing Default,MultipleDispatchers,MainWindow,C:\repos\cplotts_snoopwpf\TestHarnesses\MultipleDispatchers\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.dispatcherLaunchButton = ((System.Windows.Controls.Button)(target));                            #line 20 "..\..\..\MainWindow.xaml"              this.dispatcherLaunchButton.Click += new System.Windows.RoutedEventHandler(this.dispatcherLaunchButton_Click);                            #line default              #line hidden              return;              case 2:              this.noDispatcherLaunchButton = ((System.Windows.Controls.Button)(target));                            #line 28 "..\..\..\MainWindow.xaml"              this.noDispatcherLaunchButton.Click += new System.Windows.RoutedEventHandler(this.noDispatcherLaunchButton_Click);                            #line default              #line hidden              return;              }
