Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,TileWorld,World,C:\repos\half-ogre_TileWorld\TileWorldData\World.cs,GetGroundTileIndex,The conditional expression  "(point.Y < 0) || (point.Y >= Size.X) || (point.X < 0) || (point.X >= Size.Y)"  is complex.
