Method,LOC,CC,PC
GlobalEventProvider:HookManager_MouseMove,5,2,2
GlobalEventProvider:HookManager_MouseClick,5,2,2
GlobalEventProvider:HookManager_MouseDown,5,2,2
GlobalEventProvider:HookManager_MouseUp,5,2,2
GlobalEventProvider:HookManager_MouseDoubleClick,5,2,2
GlobalEventProvider:HookManager_MouseMoveExt,5,2,2
GlobalEventProvider:HookManager_MouseClickExt,5,2,2
GlobalEventProvider:HookManager_KeyPress,5,2,2
GlobalEventProvider:HookManager_KeyUp,5,2,2
GlobalEventProvider:HookManager_KeyDown,3,1,2
HookManager:GetModuleHandle,1,1,1
HookManager:MouseHookProc,95,42,3
HookManager:EnsureSubscribedToGlobalMouseEvents,17,3,0
HookManager:TryUnsubscribeFromGlobalMouseEvents,6,2,0
HookManager:ForceUnsunscribeFromGlobalMouseEvents,17,3,0
HookManager:KeyboardHookProc,43,7,3
HookManager:EnsureSubscribedToGlobalKeyboardEvents,17,3,0
HookManager:TryUnsubscribeFromGlobalKeyboardEvents,6,2,0
HookManager:ForceUnsunscribeFromGlobalKeyboardEvents,17,3,0
MouseEventExtArgs:MouseEventExtArgs,2,1,5
MouseEventExtArgs:MouseEventExtArgs,2,1,1
