Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Evaluator,0,3,0,0,2,98,3,0,0,0,0,1
ExpressionVisitor,0,24,0,0,0,302,101,2,0,0,0,0
ISDataClientEntity,0,0,3,0,0,15,0,0,0,0,0,1
ISDataCrudProvider,0,3,0,0,0,6,3,1,0,0,0,1
RequestTypeInfo,0,2,2,0,1,23,2,0,0,0,0,1
SDataEntityRepository,3,9,0,0,7,57,11,0,0,0.44,3,2
SDataPropertyProjection,2,0,0,0,0,5,0,0,0,0,0,2
SDataPropertyProjector,1,2,0,0,0,26,4,0,1,0,1,1
SDataQuery,2,6,3,0,5,62,12,0,0,0.08,1,2
SDataQueryProvider,8,22,1,0,4,210,37,0,1,0.9,9,2
TranslateResult,2,0,0,0,0,5,0,0,0,0,0,2
SDataQueryTranslator,6,13,1,0,1,171,62,0,1,0.79,3,1
TypeSystem,0,2,0,0,0,37,8,0,0,0,0,1
WeakReference,0,2,1,0,1,17,2,2,0,0,1,1
WeakNullReference,1,1,1,1,0,12,1,0,1,0,0,1
WeakKeyReference,1,1,0,1,1,11,1,0,1,1,1,2
WeakKeyComparer,1,4,0,0,2,60,6,0,0,0.75,1,2
WeakDictionary,2,12,1,0,11,112,22,0,1,0.92,3,1
BaseDictionary,4,14,4,0,10,176,19,1,0,1,0,0
