Namespace,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In,Fan-Out types,Fan-In types
TestNetworks,MergeAndSort,0,2,0,0,2,53,3,0,2,-1,4,0,Components.GenerateTestData' Components.ProcessWRandDelays' Components.Sort' Components.WriteToConsole,
MergeAndSort.Properties,Settings,1,0,1,0,0,12,0,0,0,-1,0,0,,
