Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
HSL,4,3,3,1,3,85,3,0,0,0.67,0,1
RGB,4,3,3,1,3,70,3,0,0,0.67,0,1
YUV,4,3,3,1,3,73,3,0,0,0.67,0,1
CIELab,4,3,3,1,3,76,3,0,0,0.44,0,1
CIEXYZ,5,3,3,2,3,80,3,0,0,0.67,0,1
CMYK,5,3,4,1,3,84,3,0,0,0.67,0,1
HSB,4,3,3,1,3,85,3,0,0,0.67,0,1
ColorSpaceHelper,0,69,0,0,66,909,158,0,0,0,7,0
Deque,4,15,3,0,15,597,38,0,0,0.63,0,1
TaskState,0,0,0,0,0,6,0,0,0,0,0,1
TrainingStrategy,0,0,0,0,0,19,0,0,0,0,0,2
LossFunctions,0,0,0,0,0,5,0,0,0,0,0,2
LayerTypes,0,0,0,0,0,22,0,0,0,0,0,2
ActivationFunctions,0,0,0,0,0,26,0,0,0,0,0,2
NetworkStates,0,0,0,0,0,10,0,0,0,0,0,2
Mappings,1,3,0,1,3,24,9,0,0,0,0,2
Connection,2,1,0,2,1,11,1,0,0,0,0,1
Weight,3,0,0,3,0,7,0,0,0,0,0,1
Neuron,2,0,0,2,0,6,0,0,0,0,0,1
MathUtil,4,10,0,4,9,79,16,0,0,0.9,0,3
Deque,4,15,3,0,15,597,38,0,0,0.63,0,1
Tester,1,11,0,0,0,210,34,0,0,0.55,2,0
ThreadSafeRandom,2,10,0,0,9,110,18,0,0,0.1,0,2
